,SB,DT,DB,ASP,TC,LT,VB,PC,GB
MetRS-m,0.026686074721009218,0.01731996353691887,0.05144149236856981,0.054945054945054944,0.022700119474313024,0.01557632398753894,0.044989775051124746,0.04127579737335835,0.0
CG14841,0.0,0.0,0.0016958733747880158,0.0,0.0,0.0,0.0,0.0006253908692933083,0.0
trx,0.3178068898592916,0.3691886964448496,0.5240248728094969,0.3333333333333333,0.26762246117084826,0.4236760124610592,0.5112474437627812,0.35772357723577236,0.2777777777777778
red,0.195536147501213,0.13081130355515042,0.14810627473148671,0.24175824175824176,0.0967741935483871,0.1806853582554517,0.12269938650306748,0.0969355847404628,0.7361111111111112
CG3259,0.0024260067928190197,0.0013673655423883319,0.0022611644997173543,0.003663003663003663,0.0023894862604540022,0.003115264797507788,0.002044989775051125,0.0,0.013888888888888888
su(Hw),0.4104803493449782,0.2023701002734731,0.6014697569248163,0.5714285714285714,0.36081242532855434,0.24922118380062305,0.5357873210633947,0.6873045653533458,0.1111111111111111
RpII15,0.33478893740902477,0.20054694621695535,0.4313171283210854,0.4358974358974359,0.2520908004778972,0.2523364485981308,0.45807770961145194,0.39462163852407756,0.5555555555555556
CG31321,0.0,0.0,0.0005652911249293386,0.0,0.0,0.0,0.0,0.0,0.013888888888888888
Crz,0.0009704027171276079,0.00045578851412944393,0.0,0.0,0.0011947431302270011,0.0529595015576324,0.002044989775051125,0.001876172607879925,0.125
PR-Set7,0.22804463852498788,0.190975387420237,0.28603730921424536,0.24175824175824176,0.21505376344086022,0.205607476635514,0.26380368098159507,0.30456535334584117,0.4166666666666667
Afti,0.06792819019893255,0.047857793983591614,0.07687959299039004,0.05128205128205128,0.054958183990442055,0.11214953271028037,0.07770961145194274,0.10694183864915573,0.125
ATPsynE,4.656477438136827,2.379671832269827,5.3691351045788585,4.8388278388278385,3.762246117084827,2.4299065420560746,5.746421267893661,6.305816135084428,1.6527777777777777
spn-B,0.004366812227074236,0.0027347310847766638,0.010175240248728096,0.003663003663003663,0.008363201911589008,0.003115264797507788,0.010224948875255624,0.0025015634771732333,0.0
NK7.1,0.16739446870451238,0.1340018231540565,0.06840022611644997,0.10622710622710622,0.2126642771804062,0.2866043613707165,0.13496932515337423,0.16635397123202,1.5277777777777777
HEATR2,0.036875303250849104,0.03236098450319052,0.07009609949123799,0.05860805860805861,0.035842293906810034,0.03426791277258567,0.049079754601226995,0.07567229518449031,0.125
lncRNA:CR44943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
soti,0.00048520135856380397,0.0,0.0,0.0,0.0,0.003115264797507788,0.0,0.0,0.0
cv-c,2.2959728287239205,1.0633546034639927,2.317128321085359,0.4542124542124542,2.2449223416965354,2.6137071651090342,2.511247443762781,2.382739212007505,9.98611111111111
natalisin,0.036390101892285295,0.005925250683682771,0.0005652911249293386,0.0,0.0035842293906810036,0.0,0.002044989775051125,0.001876172607879925,0.0
asRNA:CR44176,0.0024260067928190197,0.0018231540565177757,0.0045223289994347085,0.0,0.0023894862604540022,0.006230529595015576,0.002044989775051125,0.00375234521575985,0.013888888888888888
lncRNA:CR44177,0.00048520135856380397,0.0,0.0,0.0,0.0,0.0,0.0,0.005628517823639775,0.0
HtrA2,0.05725376031052887,0.024612579762989972,0.0644431882419446,0.04395604395604396,0.025089605734767026,0.04672897196261682,0.026584867075664622,0.0906816760475297,0.013888888888888888
mRpL11,0.25327510917030566,0.12351868732907931,0.3318258903335218,0.3076923076923077,0.16845878136200718,0.11838006230529595,0.3496932515337423,0.3608505315822389,0.027777777777777776
CG8461,0.06550218340611354,0.03600729261622607,0.058790276992651214,0.09157509157509157,0.054958183990442055,0.028037383177570093,0.09202453987730061,0.07754846779237023,0.013888888888888888
Pde6,0.0009704027171276079,0.0,0.002826455624646693,0.0,0.0023894862604540022,0.009345794392523364,0.002044989775051125,0.0,0.0
CG14854,0.0,0.00045578851412944393,0.0,0.0,0.0,0.012461059190031152,0.0,0.0,0.0
CG31313,0.005337214944201844,0.0031905195989061076,0.0005652911249293386,0.0,0.0023894862604540022,0.07165109034267912,0.0,0.001876172607879925,0.041666666666666664
CG8066,0.1576904415332363,0.031449407474931634,0.2719050310910119,0.08424908424908426,0.06212664277180406,0.3177570093457944,0.1656441717791411,0.3458411507191995,0.06944444444444445
asRNA:CR44095,0.015041242115477924,0.0022789425706472195,0.03617863199547767,0.0,0.007168458781362007,0.037383177570093455,0.02044989775051125,0.046278924327704814,0.0
Cys,0.16836487142163997,0.03828623518687329,0.18993781797625778,0.09523809523809523,0.3548387096774194,1.1121495327102804,0.14314928425357873,0.12257661038148843,0.2361111111111111
CG7987,0.09073265405143134,0.05195989061075661,0.09214245336348219,0.12087912087912088,0.04181600955794504,0.08099688473520249,0.11451942740286299,0.10694183864915573,0.027777777777777776
CG44094,0.00048520135856380397,0.0,0.0005652911249293386,0.0,0.0,0.0,0.0,0.0,0.0
stumps,0.051431344007763224,0.017775752051048314,0.250423968343697,0.05128205128205128,0.026284348864994027,0.1806853582554517,0.24539877300613497,1.6966854283927455,0.125
CG14853,0.00048520135856380397,0.00045578851412944393,0.0016958733747880158,0.0,0.0,0.0,0.0,0.0050031269543464665,0.0
put,0.17661329451722466,0.15223336371923427,0.2475975127190503,0.23443223443223443,0.12903225806451613,0.205607476635514,0.22699386503067484,0.2489055659787367,0.2361111111111111
His4r,15.515769044153323,11.082953509571558,19.218767665347656,19.003663003663004,12.4336917562724,12.685358255451714,20.76482617586912,16.725453408380236,11.88888888888889
CG7886,0.012130033964095099,0.0,0.0005652911249293386,0.003663003663003663,0.0,0.003115264797507788,0.0,0.0025015634771732333,0.0
Cad88C,1.5400291120815137,0.022333637192342753,0.03787450537026569,2.2637362637362637,0.08482676224611709,0.059190031152647975,0.06748466257668712,0.2045028142589118,0.08333333333333333
l(3)L1231,0.43231441048034935,0.33865086599817684,0.5438100621820238,0.608058608058608,0.2867383512544803,0.48909657320872274,0.40899795501022496,0.5365853658536586,0.5138888888888888
CG3505,0.0024260067928190197,0.0022789425706472195,0.0005652911249293386,0.0,0.0023894862604540022,0.04984423676012461,0.0,0.0,0.2777777777777778
Hexim,0.09024745269286755,0.0902461257976299,0.1040135669869983,0.09523809523809523,0.05973715651135006,0.06230529595015576,0.12065439672801637,0.08005003126954346,0.041666666666666664
Rad17,0.025230470645317808,0.016408386508659983,0.031091011871113624,0.03663003663003663,0.007168458781362007,0.03115264797507788,0.02044989775051125,0.03314571607254534,0.0
Meltrin,0.11984473556525958,0.09845031905195989,0.34595816845675526,0.12454212454212454,0.2174432497013142,0.3582554517133956,0.18609406952965235,0.5953721075672295,0.25
kibra,0.5269286754002911,0.5200546946216955,1.4030525720746185,0.21611721611721613,0.4157706093189964,1.2149532710280373,1.4498977505112474,0.707942464040025,0.19444444444444445
CG7530,0.24793789422610382,0.06153144940747493,0.23063877897117016,0.4358974358974359,0.21983273596176822,0.2087227414330218,0.2249488752556237,0.29768605378361473,0.2361111111111111
eff,8.401261523532266,4.536463081130355,11.925381571509327,10.857142857142858,6.847072879330944,6.9034267912772584,10.351738241308793,15.176360225140712,9.680555555555555
jvl,0.5705967976710334,0.25888787602552416,0.42792538157150933,0.575091575091575,0.4767025089605735,0.4797507788161994,0.3312883435582822,0.6710444027517198,0.9305555555555556
smp-30,0.00048520135856380397,0.0009115770282588879,0.0,0.0,0.0,0.003115264797507788,0.0,0.0,0.013888888888888888
CG7362,0.00048520135856380397,0.0,0.0,0.0,0.0011947431302270011,0.0,0.0,0.0006253908692933083,0.0
CG14855,0.0048520135856380394,0.006381039197812215,0.031091011871113624,0.003663003663003663,0.010752688172043012,0.021806853582554516,0.032719836400818,0.0075046904315197,0.027777777777777776
CG14856,0.0009704027171276079,0.00045578851412944393,0.0016958733747880158,0.0,0.0011947431302270011,0.0,0.0,0.0012507817385866166,0.0
CG14857,0.0,0.0,0.0005652911249293386,0.003663003663003663,0.0,0.0,0.0,0.0006253908692933083,0.0
btsz,0.3624454148471616,0.24658158614402917,1.2498586772187676,0.27106227106227104,0.18996415770609318,0.6791277258566978,0.8139059304703476,3.4352720450281424,1.75
lncRNA:CR46024,0.001455604075691412,0.00045578851412944393,0.005087620124364048,0.0,0.0,0.003115264797507788,0.0,0.015634771732332707,0.013888888888888888
CG3631,0.15380883066472587,0.04102096627164995,0.12549462973431316,0.0695970695970696,0.07765830346475508,0.037383177570093455,0.1083844580777096,0.14634146341463414,0.027777777777777776
Rrp6,0.057738961669092675,0.04056517775752051,0.06500847936687394,0.07326007326007326,0.04778972520908005,0.04361370716510903,0.10429447852760736,0.08755472170106317,0.05555555555555555
CG33331,0.026200873362445413,0.01504102096627165,0.04522328999434709,0.02197802197802198,0.015531660692951015,0.018691588785046728,0.06952965235173825,0.043151969981238276,0.0
CG33332,0.08733624454148471,0.04557885141294439,0.0966647823629169,0.08424908424908426,0.06093189964157706,0.06230529595015576,0.10633946830265849,0.12195121951219512,0.013888888888888888
CycC,0.23580786026200873,0.1349134001823154,0.29395138496325607,0.25274725274725274,0.18040621266427717,0.19937694704049844,0.26380368098159507,0.3614759224515322,0.125
UQCR-C1,1.1159631246967492,0.626253418413856,1.5336348219332956,1.3663003663003663,0.9605734767025089,0.6853582554517134,1.4417177914110428,1.5672295184490306,0.3194444444444444
CG7265,0.050946142649199416,0.02552415679124886,0.0644431882419446,0.06227106227106227,0.05973715651135006,0.04361370716510903,0.05112474437627812,0.08067542213883677,0.05555555555555555
CG14860,0.048520135856380396,0.020054694621695533,0.05765969474279254,0.09523809523809523,0.07407407407407407,0.009345794392523364,0.05112474437627812,0.075046904315197,0.013888888888888888
Nup93-2,0.08685104318292092,0.05013673655423884,0.10175240248728094,0.09523809523809523,0.06212664277180406,0.056074766355140186,0.07157464212678936,0.08755472170106317,0.013888888888888888
CG3817,0.12518195050946143,0.08523245214220601,0.13566986998304126,0.16117216117216118,0.1003584229390681,0.06230529595015576,0.2331288343558282,0.1719824890556598,0.013888888888888888
RpS5b,0.005822416302765648,0.0022789425706472195,0.007348784624081402,0.0,0.007168458781362007,0.003115264797507788,0.010224948875255624,0.016260162601626018,0.0
VhaPPA1-1,0.4910237748665696,0.28577939835916133,0.70944036178632,0.652014652014652,0.44086021505376344,0.5109034267912772,0.7382413087934561,0.8248905565978737,0.5138888888888888
Sdr,0.004366812227074236,0.010483135824977211,0.0,0.0,0.0,0.0,0.012269938650306749,0.0025015634771732333,0.0
dpr9,0.001455604075691412,0.00045578851412944393,0.0011305822498586771,0.0,0.0011947431302270011,0.0,0.0,0.0,0.0
CG6974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CG6966,0.11062590975254731,0.11075660893345488,0.1464104013566987,0.18315018315018314,0.08004778972520908,0.19314641744548286,0.1901840490797546,0.2182614133833646,0.2361111111111111
CG42788,0.13973799126637554,0.050592525068368276,0.09892594686263426,0.040293040293040296,0.02986857825567503,0.07165109034267912,0.130879345603272,0.13758599124452783,0.041666666666666664
mir-2493,0.0009704027171276079,0.00045578851412944393,0.0,0.0,0.0,0.003115264797507788,0.0,0.0,0.0
CG6912,0.039301310043668124,0.03236098450319052,0.05200678349349915,0.02197802197802198,0.021505376344086023,0.028037383177570093,0.05112474437627812,0.05753595997498437,0.013888888888888888
asRNA:CR45600,0.044153323629306164,0.03919781221513218,0.08875070661390616,0.02564102564102564,0.022700119474313024,0.04984423676012461,0.08793456032719836,0.133833646028768,0.013888888888888888
CG3987,0.0,0.0,0.0011305822498586771,0.0,0.0,0.0,0.0,0.0,0.0
GlyS,0.08248423095584667,0.09343664539653601,0.11701526286037309,0.040293040293040296,0.13142174432497014,0.059190031152647975,0.147239263803681,0.04002501563477173,0.027777777777777776
Mf,0.008733624454148471,0.004557885141294439,0.017524024872809497,0.0,0.0047789725209080045,0.006230529595015576,0.0081799591002045,0.0050031269543464665,0.0
CG6752,0.002911208151382824,0.005013673655423883,0.0033917467495760316,0.003663003663003663,0.0,0.003115264797507788,0.0081799591002045,0.004377736085053158,0.027777777777777776
CG42542,0.3420669577874818,0.14904284412032817,0.22046353872244207,0.2967032967032967,0.25686977299880526,0.32398753894080995,0.25153374233128833,0.23514696685428393,1.4166666666666667
Spn88Ea,0.759825327510917,0.4074749316317229,0.9400791407574901,0.5421245421245421,0.5997610513739546,1.3364485981308412,0.6605316973415133,1.4978111319574734,4.944444444444445
Spn88Eb,0.00048520135856380397,0.0,0.0005652911249293386,0.0,0.0,0.0,0.0,0.0,0.0
Mau2,0.034934497816593885,0.024612579762989972,0.04013566986998304,0.06593406593406594,0.026284348864994027,0.040498442367601244,0.022494887525562373,0.03814884302689181,0.06944444444444445
CG6654,0.032508491023774864,0.03099361896080219,0.055398530243075186,0.040293040293040296,0.023894862604540025,0.037383177570093455,0.05930470347648262,0.04940587867417136,0.05555555555555555
CG4210,0.43134400776322174,0.12944393801276208,0.4539287733182589,0.054945054945054944,0.3918757467144564,0.19937694704049844,0.3006134969325153,0.25140712945590993,0.16666666666666666
SIDL,0.038330907326540514,0.018231540565177756,0.048049745618993785,0.040293040293040296,0.02867383512544803,0.040498442367601244,0.044989775051124746,0.056910569105691054,0.08333333333333333
CG12241,0.06404657933042213,0.03828623518687329,0.07122668174109667,0.040293040293040296,0.07048984468339307,0.03115264797507788,0.065439672801636,0.08442776735459662,0.1111111111111111
Rpb7,0.21203299369238235,0.12078395624430265,0.29338609383832676,0.22344322344322345,0.1816009557945042,0.16510903426791276,0.2556237218813906,0.2695434646654159,0.05555555555555555
CG31344,1.091703056768559,0.15496809480401094,0.672696438665913,1.8754578754578755,1.1600955794504182,0.32710280373831774,0.46830265848670755,1.2551594746716699,0.1111111111111111
Caf1-55,0.5366327025715673,0.3477666362807657,0.681175805539853,0.5531135531135531,0.4432497013142174,0.3146417445482866,0.5766871165644172,0.809255784865541,0.19444444444444445
Art3,0.050946142649199416,0.04831358249772106,0.06726964386659129,0.04395604395604396,0.03942652329749104,0.021806853582554516,0.1165644171779141,0.06629143214509069,0.0
mRpS10,0.3925278990781174,0.2228805834092981,0.4635387224420577,0.40293040293040294,0.27718040621266427,0.13707165109034267,0.6278118609406953,0.525328330206379,0.08333333333333333
CG34316,0.0024260067928190197,0.00045578851412944393,0.0016958733747880158,0.0,0.0,0.0,0.0,0.0031269543464665416,0.0
tefu,0.018922852983988356,0.02643573381950775,0.031091011871113624,0.007326007326007326,0.019115890083632018,0.028037383177570093,0.03067484662576687,0.01125703564727955,0.013888888888888888
Hsc70-4,6.153808830664726,4.419781221513218,8.654041831543244,5.9523809523809526,5.223416965352449,7.738317757009346,10.280163599182004,8.205128205128204,7.111111111111111
CG42404,0.00048520135856380397,0.0,0.0045223289994347085,0.003663003663003663,0.0,0.006230529595015576,0.024539877300613498,0.00375234521575985,0.0
eIF2gamma,0.5672003881610869,0.2903372835004558,0.7331825890333522,0.7032967032967034,0.47192353643966545,0.32398753894080995,0.8118609406952966,0.7892432770481551,0.1388888888888889
Su(var)3-9,0.016982047549733138,0.018687329079307202,0.025438100621820236,0.02197802197802198,0.014336917562724014,0.024922118380062305,0.022494887525562373,0.0375234521575985,0.0
Set,1.002911208151383,0.6941659070191432,1.616167326172979,1.164835164835165,0.7001194743130227,0.37694704049844235,1.5828220858895705,1.7517198248905566,0.20833333333333334
ATPsynO,3.1916545366327025,1.5998176845943481,4.405313736574336,3.5384615384615383,2.4659498207885306,1.8940809968847352,4.507157464212679,4.497811131957474,1.3611111111111112
CG14864,0.0,0.0,0.0016958733747880158,0.0,0.0011947431302270011,0.003115264797507788,0.0,0.0,0.0
Zip88E,0.012615235322658904,0.0068368277119416595,0.02430751837196156,0.007326007326007326,0.010752688172043012,0.03115264797507788,0.024539877300613498,0.039399624765478425,0.18055555555555555
Cp190,0.1591460456089277,0.12944393801276208,0.22724703222159412,0.19047619047619047,0.15292712066905614,0.1588785046728972,0.2167689161554192,0.2038774233896185,0.09722222222222222
CG4338,0.1693352741387676,0.0861440291704649,0.2052006783493499,0.25274725274725274,0.12186379928315412,0.11214953271028037,0.2229038854805726,0.28142589118198874,0.1111111111111111
MRG15,0.15332362930616206,0.10528714676390155,0.2634256642170718,0.21245421245421245,0.1003584229390681,0.09034267912772585,0.17586912065439672,0.2263914946841776,0.013888888888888888
l(3)neo43,0.1348859776807375,0.11668185961713765,0.2589033352176371,0.1391941391941392,0.1003584229390681,0.1308411214953271,0.24948875255623723,0.24640400250156347,0.08333333333333333
Tm1,3.3920426977195537,2.093436645396536,4.098360655737705,3.120879120879121,3.052568697729988,5.364485981308412,3.5869120654396727,3.704190118824265,4.777777777777778
CG45218,0.006792819019893256,0.0068368277119416595,0.01243640474844545,0.003663003663003663,0.0035842293906810036,0.0,0.012269938650306749,0.008755472170106316,0.0
Tm2,0.0019408054342552159,0.00045578851412944393,0.002826455624646693,0.0,0.0,0.003115264797507788,0.00408997955010225,0.0,0.0
CG14866,0.0009704027171276079,0.00045578851412944393,0.0011305822498586771,0.0,0.0,0.0,0.006134969325153374,0.0,0.0
CG6276,0.09412906356137797,0.06153144940747493,0.14245336348219334,0.13553113553113552,0.054958183990442055,0.14330218068535824,0.08588957055214724,0.11632270168855535,0.125
ear,0.09606986899563319,0.04421148587055606,0.07292255511588468,0.1282051282051282,0.07287933094384708,0.08099688473520249,0.09406952965235174,0.09505941213258287,0.05555555555555555
CG6236,0.06647258612324114,0.04603463992707384,0.12266817410966648,0.047619047619047616,0.05854241338112306,0.0778816199376947,0.12883435582822086,0.16135084427767354,0.027777777777777776
ea,0.046579330422125184,0.04740200546946217,0.08535895986433013,0.047619047619047616,0.13381123058542413,0.06542056074766354,0.06134969325153374,0.029393370856785492,0.027777777777777776
mRpL9,0.1824357108199903,0.0715587967183227,0.24816280384397965,0.27106227106227104,0.12066905615292713,0.11214953271028037,0.2167689161554192,0.2551594746716698,0.027777777777777776
Fkbp39,0.881125667151868,0.7051048313582498,1.086489542114189,0.8571428571428571,0.6606929510155317,0.21806853582554517,2.18200408997955,1.3921200750469043,0.08333333333333333
Sra-1,0.13731198447355653,0.0715587967183227,0.19672131147540983,0.14652014652014653,0.08960573476702509,0.11214953271028037,0.16768916155419222,0.23452157598499063,0.06944444444444445
CG6218,0.045608927704997575,0.02643573381950775,0.02148106274731487,0.13186813186813187,0.037037037037037035,0.012461059190031152,0.03067484662576687,0.07066916823014384,1.2638888888888888
SerRS-m,0.07617661329451722,0.038742023701002735,0.11079706048615037,0.0695970695970696,0.043010752688172046,0.028037383177570093,0.13701431492842536,0.11632270168855535,0.027777777777777776
Surf4,1.4269771955361474,0.6613491340018232,2.1175805539853023,1.7179487179487178,1.4456391875746715,1.1869158878504673,2.1411042944785277,3.1538461538461537,0.4166666666666667
CG31301,0.17758369723435224,0.13628076572470374,0.21763708309779536,0.20512820512820512,0.13978494623655913,0.09345794392523364,0.23517382413087934,0.2782989368355222,0.1111111111111111
Trs33,0.1470160116448326,0.0674567000911577,0.15319389485585078,0.21978021978021978,0.1039426523297491,0.1059190031152648,0.12269938650306748,0.18511569731081925,0.125
CG5038,0.023289665211062592,0.010483135824977211,0.023176936122102882,0.029304029304029304,0.021505376344086023,0.006230529595015576,0.0081799591002045,0.024390243902439025,0.0
Atg4b,0.013585638039786511,0.009115770282588878,0.013001695873374788,0.02197802197802198,0.008363201911589008,0.018691588785046728,0.012269938650306749,0.021888680425265792,0.013888888888888888
CG5044,0.19941775836972345,0.14175022789425706,0.29508196721311475,0.18681318681318682,0.13620071684587814,0.13395638629283488,0.3128834355828221,0.342714196372733,0.125
ldlCp,0.10092188258127123,0.034184138559708296,0.11079706048615037,0.17582417582417584,0.06212664277180406,0.059190031152647975,0.08793456032719836,0.1344590368980613,0.027777777777777776
Trax,0.1101407083939835,0.05879671832269827,0.15602035048049745,0.12454212454212454,0.08363201911589008,0.08411214953271028,0.10020449897750511,0.16072545340838024,0.027777777777777776
CG6171,0.11402231926249394,0.09070191431175935,0.15884680610514415,0.09157509157509157,0.09199522102747909,0.04672897196261682,0.147239263803681,0.11507191994996874,0.027777777777777776
CG34404,0.030082484230955848,0.05697356426618049,0.08309779536461277,0.03296703296703297,0.04659498207885305,0.040498442367601244,0.08588957055214724,0.07317073170731707,0.013888888888888888
CG14868,0.0,0.00045578851412944393,0.0045223289994347085,0.0,0.0,0.0,0.002044989775051125,0.006253908692933083,0.0
CG6136,0.042212518195050945,0.02871467639015497,0.054833239118145846,0.040293040293040296,0.023894862604540025,0.03426791277258567,0.022494887525562373,0.06504065040650407,0.0
Ccm3,0.868995633187773,0.36052871467639014,1.0163934426229508,1.5274725274725274,0.6439665471923537,0.5887850467289719,0.8977505112474438,1.3139462163852407,0.3472222222222222
Rbp,0.002911208151382824,0.0009115770282588879,0.006783493499152063,0.003663003663003663,0.0,0.0,0.0081799591002045,0.0025015634771732333,0.0
CG6125,0.0,0.0,0.0,0.0,0.0011947431302270011,0.009345794392523364,0.002044989775051125,0.0006253908692933083,0.0
Atx2,0.8049490538573508,0.6080218778486782,0.9768230638778971,1.1025641025641026,0.8351254480286738,0.9906542056074766,1.01840490797546,1.1838649155722327,1.0972222222222223
lncRNA:CR45911,0.00048520135856380397,0.0013673655423883319,0.0,0.0,0.0035842293906810036,0.0,0.0,0.0006253908692933083,0.0
CG6118,0.049490538573508006,0.14995442114858706,0.03674392312040701,0.6007326007326007,0.9438470728793309,0.01557632398753894,0.024539877300613498,0.08317698561601,0.05555555555555555
AdamTS-A,0.2052401746724891,0.1526891522333637,0.6189937817976258,0.0989010989010989,0.08482676224611709,0.8130841121495327,0.24130879345603273,0.5641025641025641,0.18055555555555555
B9d1,0.0,0.0,0.0005652911249293386,0.0,0.0,0.0,0.0,0.0012507817385866166,0.0
Rh6,0.0,0.0,0.0005652911249293386,0.0,0.0,0.0,0.0,0.0006253908692933083,0.0
obe,0.05579815623483746,0.02415679124886053,0.05822498586772187,0.06227106227106227,0.035842293906810034,0.018691588785046728,0.049079754601226995,0.06378986866791744,0.041666666666666664
CG44014,0.00048520135856380397,0.00045578851412944393,0.0005652911249293386,0.0,0.0,0.0,0.002044989775051125,0.0,0.027777777777777776
AOX1,0.00048520135856380397,0.00045578851412944393,0.0005652911249293386,0.003663003663003663,0.0011947431302270011,0.003115264797507788,0.0081799591002045,0.0012507817385866166,0.1388888888888889
AOX3,0.004366812227074236,0.008204193254329991,0.0033917467495760316,0.003663003663003663,0.0011947431302270011,0.0,0.002044989775051125,0.0006253908692933083,0.16666666666666666
AOX4,0.0,0.00045578851412944393,0.0011305822498586771,0.0,0.0011947431302270011,0.0,0.0,0.0,0.18055555555555555
CG43336,0.0,0.0009115770282588879,0.0,0.0,0.0,0.0,0.002044989775051125,0.0,0.0
pxb,0.011159631246967491,0.04968094804010939,0.01243640474844545,0.003663003663003663,0.0047789725209080045,0.003115264797507788,0.00408997955010225,0.0075046904315197,0.625
lncRNA:CR43849,0.0,0.0022789425706472195,0.0005652911249293386,0.0,0.0,0.0,0.0,0.0006253908692933083,0.013888888888888888
CG5399,0.0,0.0009115770282588879,0.0016958733747880158,0.003663003663003663,0.008363201911589008,0.0,0.00408997955010225,0.001876172607879925,0.0
lncRNA:CR45635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CG5404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CG9590,0.28626880155264434,0.14676390154968094,0.42057659694742794,0.41025641025641024,0.21027479091995221,0.22429906542056074,0.4171779141104294,0.41088180112570355,0.16666666666666666
CG9589,0.0024260067928190197,0.00045578851412944393,0.002826455624646693,0.0,0.0011947431302270011,0.003115264797507788,0.006134969325153374,0.0025015634771732333,0.0
c(3)G,0.008248423095584668,0.007748404740200547,0.011305822498586773,0.01098901098901099,0.0047789725209080045,0.01557632398753894,0.016359918200409,0.006253908692933083,0.0
Acyp2,0.36293061620572536,0.17866909753874202,0.49236856981345395,0.4468864468864469,0.2915173237753883,0.16199376947040497,0.4662576687116564,0.48717948717948717,0.1527777777777778
nsl1,0.1804949053857351,0.16226071103008205,0.22215941209723009,0.22344322344322345,0.18399044205495818,0.19626168224299065,0.16973415132924335,0.20075046904315197,0.18055555555555555
CG9593,0.0024260067928190197,0.0018231540565177757,0.0016958733747880158,0.003663003663003663,0.0,0.0,0.002044989775051125,0.0,0.0
asRNA:CR45891,0.0038816108685104317,0.0009115770282588879,0.0022611644997173543,0.0,0.0011947431302270011,0.003115264797507788,0.0,0.0012507817385866166,0.0
alpha-Man-IIb,0.021348859776807377,0.04375569735642662,0.0248728094968909,0.054945054945054944,0.019115890083632018,0.03426791277258567,0.04294478527607362,0.3070669168230144,0.16666666666666666
lncRNA:CR45211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006253908692933083,0.0
rec,0.0024260067928190197,0.0022789425706472195,0.0033917467495760316,0.0,0.0011947431302270011,0.003115264797507788,0.0,0.0031269543464665416,0.0
CG4576,0.0048520135856380394,0.015496809480401094,0.00395703787450537,0.003663003663003663,0.0023894862604540022,0.4485981308411215,0.032719836400818,0.006253908692933083,0.0
CG43317,0.0009704027171276079,0.00045578851412944393,0.0011305822498586771,0.0,0.0,0.003115264797507788,0.0,0.0006253908692933083,0.0
Arpc3A,1.3702086365841823,0.7114858705560619,2.5754663651780665,1.315018315018315,0.9068100358422939,1.2679127725856698,1.656441717791411,2.784865540963102,0.7083333333333334
ND-23,0.3323629306162057,0.16727438468550593,0.4742792538157151,0.315018315018315,0.25448028673835127,0.21495327102803738,0.5153374233128835,0.517198248905566,0.2222222222222222
spn-E,0.009704027171276079,0.0027347310847766638,0.0011305822498586771,0.003663003663003663,0.0011947431302270011,0.0,0.012269938650306749,0.00375234521575985,0.0
Pbp45,0.015526443474041727,0.006381039197812215,0.018654607122668174,0.01098901098901099,0.008363201911589008,0.009345794392523364,0.012269938650306749,0.014383989993746092,0.0
cv-d,0.001455604075691412,0.0027347310847766638,0.0011305822498586771,0.0,0.0023894862604540022,0.0,0.00408997955010225,0.0,0.0
Hmt-1,0.09704027171276079,0.04968094804010939,0.12379875635952516,0.15384615384615385,0.054958183990442055,0.1277258566978193,0.10633946830265849,0.16197623514696685,0.09722222222222222
CG31183,0.00048520135856380397,0.0,0.0005652911249293386,0.0,0.0,0.009345794392523364,0.0,0.0012507817385866166,0.0
glob1,0.026200873362445413,0.018687329079307202,0.6506500847936687,0.02564102564102564,0.02867383512544803,0.13707165109034267,0.10429447852760736,0.18261413383364603,0.027777777777777776
EndoU,0.45657447840853954,0.25660893345487695,0.776144714527982,0.4249084249084249,0.3930704898446834,0.19626168224299065,0.5950920245398773,0.5803627267041901,0.2638888888888889
CG45105,0.00048520135856380397,0.00045578851412944393,0.0005652911249293386,0.0,0.0011947431302270011,0.0,0.0,0.0,0.0
Fbxl7,0.19796215429403202,0.1349134001823154,0.18824194460146976,0.12454212454212454,0.17801672640382318,0.21806853582554517,0.35787321063394684,0.1938711694809256,0.3611111111111111
CG34276,0.0019408054342552159,0.00045578851412944393,0.0,0.0,0.0,0.0,0.002044989775051125,0.0012507817385866166,0.0
blp,0.2537603105288695,0.08113035551504102,0.21707179197286602,0.43223443223443225,0.1087216248506571,0.09034267912772585,0.21881390593047034,0.26579111944965605,0.08333333333333333
Sap47,0.6302765647743813,0.26071103008204194,0.6975692481628039,0.6703296703296703,0.4934289127837515,0.4797507788161994,0.49897750511247446,0.868042526579112,0.3611111111111111
CG4287,0.23871906841339155,0.11941659070191431,0.2899943470887507,0.30036630036630035,0.1911589008363202,0.24922118380062305,0.2085889570552147,0.45716072545340836,0.2361111111111111
CG5516,0.32508491023774866,0.15314494074749316,0.4426229508196721,0.3992673992673993,0.21027479091995221,0.16510903426791276,0.4049079754601227,0.49218261413383363,0.1111111111111111
