"","control_1.bam","control_2.bam","control_3.bam"
"CG31019",3.95910748637715,14.0538219689932,6.17685384552278
"CG2267",0,0,0
"Spn100A",1804.5611922907,753.728662442319,2349.2634125805
"CG12069",0,0,0
"Pka-C2",0,0,0
"eIF4H2",0,0,0
"CG11313",72.0557562520641,23.6695948951464,33.9726961503753
"Npc2g",431.542716015109,70.269109844966,33.9726961503753
"Npc2h",0,0,0
"zfh1",7152.52358488895,3236.0774270708,8477.73190298001
"wts",852.791752565637,617.628491795227,828.727890940973
"dj-1beta",4686.79144237327,4898.12679361437,3677.28698936789
"cindr",3855.37887023407,4078.56707036992,4820.00495078961
"CG15544",795.780604761807,1019.27193017224,1509.2112895894
"Cpr100A",0,29.586993618933,1.02947564092046
"CG15545",0,2.21902452141998,7.20632948644324
"CG15546",0.791821497275429,2.9586993618933,8.2358051273637
"CG12071",0,0,12.3537076910456
"CG15547",31.6728598910172,54.7359381950261,31.9137448685343
"Sap-r",24137.0947014469,23986.175726869,29369.9105598199
"Cyp4c3",0,0,74.1222461462733
"Ptx1",17.4200729400594,0.739674840473326,0
"CG31007",0,0,0
"CanA1",89.4758291921235,163.468139744605,188.394042288445
"CG33920",0,6.65707356425994,0
"Alp4",2.37546449182629,8.13642324520659,2.05895128184093
"Chchd3",4077.88071096846,4501.66107912066,3796.70616371467
"dco",8191.39338931432,7457.40174165207,8221.39246839082
"Sox100B",1274.04078911617,935.688673198758,1336.25938191476
"CG11317",15.0446084482332,0,0
"CG15553",0,0,0
"CG11318",0,23.6695948951464,0
"CG15556",23.7546449182629,109.471876390052,70.0043435825915
"Gycbeta100B",7.12639347547886,7.39674840473326,6.17685384552278
"stops",84.7249002084709,42.1614659069796,71.0338192235119
"mesh",0,21.4505703737265,0
"CG1544",955.728547211443,580.644749771561,467.38194097789
"chp",158.364299455086,187.137734639752,134.861308960581
"Zwilch",2962.99604280466,3332.97483117281,3247.99564710406
"CG1542",2635.18194293263,2199.0533007272,2157.78094336929
"CG15561",448.962788955168,551.057756152628,481.794599950777
"ATPsynC",127233.045468205,120288.141582294,118745.897277612
"RNaseP:RNA",53.8438618147292,58.4343123973928,55.591684609705
"CG12054",5446.1482582604,5938.10961931986,5715.64875839041
"qless",494.096614299868,380.19286800329,547.681040969686
"mRpL32",1460.91066247317,1429.05179179447,1566.86192548094
"CG1750",537.646796650017,326.93627948921,315.019546121662
"spn-F",1870.28237656456,1926.11328459254,1718.19484469625
"pHCl-2",0,0,0
"CG34347",2684.27487576371,1713.8266053767,2840.32329329956
"lncRNA:CR46118",7.91821497275429,1.47934968094665,11.3242320501251
"gskt",0,0,1.02947564092046
"CG1607",19233.3441688202,18604.3015875851,24145.3216821485
"CG31204",0,0,4.11790256368185
"Gcn2",1746.7582229896,2292.99200546731,3131.66489968005
"PNPase",1875.82512704549,1522.25082169411,1972.47532800361
"Gprk2",2922.61314644361,2166.50760774637,3493.01084964313
"Loxl1",20.5873589291612,103.554477666266,41.1790256368185
"CG11334",4007.40859771095,5452.14324912889,5124.72974050206
"mey",1601.85488898819,1798.14953719066,2162.92832157389
"nyo",1920.16713089292,2219.76419626045,2423.38565872677
"lncRNA:CR46120",11.8773224591314,3.69837420236663,3.08842692276139
"lncRNA:CR46119",19.7955374318857,17.7521961713598,10.2947564092046
"gammaCOP",15402.5117650017,13347.4324963412,16073.2031816912
"pygo",4138.05914476139,3980.92999142744,4202.31956623733
"rod",3249.63542481836,4873.71752387875,5497.39992251527
"asRNA:CR45190",2.37546449182629,2.21902452141998,1.02947564092046
"CG1635",60.9702552902081,47.3391897902929,85.4464781963984
"CG1638",0,15.5331716499399,16.4716102547274
"CG1774",21.3791804264366,40.6821162260329,21.6189884593297
"RpL6",39309.1864107414,43810.2011263946,38533.2732396529
"CycG",48957.5313550425,54082.0656360477,51576.7296101152
"Med",4066.79521000661,4020.872432813,4653.22989696049
"CG11539",211.41633977254,201.931231449218,147.215016651626
"CG1792",615.245303383009,598.396945942921,446.792428159481
"pasha",1455.36791199224,1234.51730874998,1572.00930368555
"kek6",125.899618066793,53.2565885140795,79.2696243508756
"CG1815",6322.6946557443,7523.2328024542,8078.29535430287
"CG11550",2097.53514628261,3602.95614794557,2667.37138562492
"lncRNA:CR44091",2.37546449182629,3.69837420236663,7.20632948644324
"lncRNA:CR45564",16.628251442784,39.2027665450863,30.8842692276139
"lncRNA:CR45565",3.16728598910172,1.47934968094665,2.05895128184093
"lncRNA:CR45052",1.58364299455086,14.7934968094665,12.3537076910456
"CG42693",3.16728598910172,9.61577292615324,3.08842692276139
"lncRNA:CR34046",17.4200729400594,30.3266684594064,13.383183331966
"ttk",12757.8279641017,15203.2766710887,16001.1398868268
"CstF50",3280.5164632121,2713.12731485616,2806.35059714918
"CG11563",2457.02210604566,2202.75167492957,2469.71206256819
"eEF1alpha2",15347.0842601924,9414.5813695445,13380.0949050433
"CG1890",7098.67972307422,7264.34660828854,6744.09492366995
"CG1896",1629.56864139283,2109.55264502993,1602.89357291316
"awd",56353.144139595,59194.6981333993,54299.6926803498
"nero",2964.57968579921,2862.54163263177,2779.58423048525
"CG1910",14638.4040201309,13792.7167503061,13402.7433691435
"CG2187",0,0,0
"Smvt",2.37546449182629,0.739674840473326,1.02947564092046
"CG2150",1.58364299455086,25.8886194165664,31.9137448685343
"lncRNA:CR43436",26.9219309073646,18.4918710118332,30.8842692276139
"asRNA:CR33945",5.54275048092801,65.0913859616527,46.3264038414208
"betaGlu",2591.63176058248,2818.16114220337,2902.09183175478
"sip3",3872.00712167685,2996.42277875744,3189.31553557159
"CG2126",1406.27497916116,1451.98171184914,1289.93297807334
"faf",2617.76186999257,2845.52911130089,3547.57305861191
"Mccc1",4789.72823701907,5092.66127665885,5603.43591353008
"Acf",3484.01458801189,3549.69955943149,4892.06824565404
"CG42233",444.211859971516,755.208012123266,556.94632173797
"Ir100a",26.9219309073646,2.21902452141998,0
"CG1971",35.6319673773943,34.025042661773,29.8547935866934
"CG11576",1268.49803863524,1439.40723956109,1168.45485244473
"FeCH",2835.51278174331,3050.419042112,3096.66272788875
"RhoGAP100F",103.728616143081,51.7772388331328,112.21284486033
"heph",42361.6582827382,45706.7274173682,44545.4109826284
"CG2003",308.810383937417,323.977580127317,305.754265353377
"CG2053",0,4.43804904283996,0
"krz",3198.16702749546,2970.53415934088,3400.35804196029
"mod",28030.4810035502,21002.3274203996,27818.4907689527
"Map205",18231.6899747668,15464.3818897758,22448.7458259116
"mthl8",663.54641471681,888.349483408465,669.159166598301
"CG43149",0,14.0538219689932,0
"Lsp1gamma",3115.81759177881,861.721189151425,815.344707609006
"lncRNA:CR44510",13.4609654536823,0,1.02947564092046
"lncRNA:CR44511",0,8.87609808567991,0
"lncRNA:CR43150",10.2936794645806,2.21902452141998,11.3242320501251
"lncRNA:CR43988",4.75092898365258,34.025042661773,2.05895128184093
"CG13405",0,7.39674840473326,17.5010858956479
"lncRNA:CR45400",0,0,2.05895128184093
"Pdk1",6039.2225597197,4736.13800355071,7401.92985821813
"lncRNA:CR45805",12.6691439564069,10.3554477666266,3.08842692276139
"CG6845",1532.17459722796,2477.91071558564,2065.12813568645
"Dic61B",0,0,0
"p130CAS",2979.62429424744,2625.10600883983,3413.74122529225
"lncRNA:CR43151",0,0,3.08842692276139
"CG7049",78.3903282302675,74.7071588878059,64.8569653779892
"Vdup1",8573.84317249835,11048.5230921501,8151.38812480822
"CG13875",82.3494357166446,114.649600273366,160.598199983592
"Mtch",7892.0848633442,8461.88017501485,7728.27363638991
"rno",1636.69503486831,1761.90547000746,1875.70461775708
"mri",5549.87687440348,5213.96795049648,5148.40768024323
"Gk1",2119.70614820632,2288.55395642447,2298.81910617539
"NitFhit",2316.86970102791,2699.07349288717,2376.02977924443
"CG13876",437.877287993312,205.629605651585,322.225875608105
"CG7028",2285.19684113689,2704.25121677048,2857.8243791952
"thoc7",3644.7543519588,4250.91130820021,3582.57523040321
"Dis3l2",3801.53500841934,3203.53173408998,3613.45949963082
"Kaz1-ORFB",44.342003847424,31.806018140353,29.8547935866934
"pyx",108.479545126734,83.5832569734859,155.45082177899
"CG33229",939.100295768659,1009.65615724609,1809.81817673817
"lncRNA:CR42862",14639.9876631254,21437.9959014384,22534.192304108
"CG42846",150.446084482332,31.0663432998797,12.3537076910456
"CG34454",16.628251442784,8.87609808567991,4.11790256368185
"CG34453",0,0,4.11790256368185
"E(bx)",6593.4976078125,6289.45516854469,9802.66705284465
"mthl14",96.6022226676024,102.814802825792,63.8274897370687
"DIP2",3959.89930787442,3614.05127055267,5095.90442255629
"wac",1737.25636502229,1871.37734639752,1497.88705753927
"Tudor-SN",45578.037204671,38876.5699404376,48615.9576668279
"snoRNA:Tudor-SN-a",19.7955374318857,33.2853678212997,35.0021717912957
"snoRNA:Psi18S-996",3.95910748637715,16.2728464904132,15.4421346138069
"mRpL17",2847.39010420244,2568.15104612339,2517.06794205053
"miple1",4123.80635781044,4563.05409087995,3790.52930986914
"miple2",15092.1177380697,15323.1039952454,15760.2425868514
"CG32845",320.687706396549,306.225383955957,319.137448685343
"ttm2",8.71003647002972,2.21902452141998,1.02947564092046
"RhoGEF3",2427.72471064647,2247.13216535796,3727.731295773
"fwd",4434.2003847424,4650.3357220558,6131.55691732228
"ddbt",7.91821497275429,5.17772388331328,5.14737820460231
"CG32344",5327.37503366909,4729.48092998645,5248.26681741252
"Atac3",2280.44591215324,2616.96958559463,2428.53303693137
"Ptpmeg",4381.14834442495,4762.76629780775,5251.35524433528
"mthl9",3527.56477036204,4097.05894138175,3753.46818679601
"mthl10",3225.08895840282,3706.51062561184,3514.62983810246
"mth",7081.25965013416,8041.00519078553,7314.42442873989
"CG1231",39.5910748637715,10.3554477666266,22.6484641002502
"Cdc5",5488.90661911328,6111.19353199062,5975.07661990237
"CG1233",1320.75825745542,1335.11308705435,1726.43064982362
"CG13884",15.8364299455086,0,5.14737820460231
"trh",1144.97388506027,419.395634548376,826.668939659132
"CG13891",9.50185796730515,0,2.05895128184093
"klar",11129.8429657034,11871.7811895969,14594.8761613294
"lncRNA:CR46002",3.16728598910172,7.39674840473326,0
"lncRNA:CR45118",7.12639347547886,6.65707356425994,16.4716102547274
"lncRNA:CR45117",5.54275048092801,12.5744722880465,24.7074153820911
"CG34269",6.33457197820344,20.7108955332531,50.4443064051027
"CG17180",263.676558592718,279.597089698917,169.863480751876
"Cypl",2715.94773565472,2308.52517711725,2222.63790874728
"Hipk",7384.52728359065,7240.67701339339,8119.47437993969
"lncRNA:CR46249",10.2936794645806,3.69837420236663,10.2947564092046
"lncRNA:CR45808",4.75092898365258,1.47934968094665,0
"Kah",60.9702552902081,125.744722880465,357.228047399401
"MED14",3750.85843259371,3668.04753390722,4676.90783670166
"CG13893",20.5873589291612,52.5169136736062,20.5895128184093
"Reg-2",273.970238057299,225.600826344364,185.305615365683
"lncRNA:CR44513",5.54275048092801,1.47934968094665,2.05895128184093
"lncRNA:CR42719",11.085500961856,8.13642324520659,0
"CG43337",41.9665393555978,19.2315458523065,31.9137448685343
"lncRNA:CR43334",802.11517674001,982.288188148577,1007.85665246113
"Gale",2318.45334402246,2468.29494265949,2550.01116255999
"CG3402",2970.91425777741,3526.76963937682,2910.32763688215
"MED30",982.650478118808,1069.56981932443,1089.18522809385
"Rev1",1066.58355683,1346.20820966145,1141.68848578079
"CG17129",323.854992385651,325.456929808264,267.66366663932
"CG3386",547.940476114597,587.301823335821,587.830590965584
"ebd1",232.003698701701,205.629605651585,344.874339708355
"hiro",3.16728598910172,0,0
"RabX6",663.54641471681,541.441983226475,543.563138406004
"Vti1a",441.83639547969,443.065229443522,417.967110213708
"CG13894",527.353117185436,1045.90022442928,431.350293545674
"CG13895",1832.27494469534,2023.01068869455,1534.94818061241
"CkIIalpha-i3",1748.34186598415,1986.76662151135,1805.70027417449
"CG13896",890.799184434858,982.288188148577,1001.67979861561
"lncRNA:CR43785",14.2527869509577,45.1201652688729,28.825317945773
"hng3",2351.70984690803,2667.26747474681,2197.93049336519
"emc",35519.5287247812,28822.9095087241,35687.8025681488
"CG13898",7.12639347547886,0,0
"lncRNA:CR44537",15.8364299455086,1.47934968094665,13.383183331966
"lncRNA:CR43883",7.91821497275429,0,0
"Sf3b3",5407.34900489391,4305.64724639523,6664.82529931908
"snoRNA:Me28S-C788b",8.71003647002972,0,2.05895128184093
"snoRNA:Me28S-G3113a",0.791821497275429,2.21902452141998,2.05895128184093
"snoRNA:Me28S-A771",1.58364299455086,3.69837420236663,4.11790256368185
"snoRNA:Psi18S-1086",59.3866122956572,68.050085323546,50.4443064051027
"CG42553",587.531550978369,674.583454511673,651.658080702653
"CG42554",274.762059554574,383.891242205656,263.545764075638
"CG13901",1475.9552709214,1727.88042734569,1342.43623576028
"CG13887",10656.3337103327,10801.471695432,10670.5150181406
"JMJD5",1323.13372194724,1450.50236216819,1155.07166911276
"Gr61a",65.7211842738606,115.389275113839,110.15389357849
"cep290",0,0,37.0611230731367
"CG13890",1789.51658384247,2272.28110993406,2128.95562542352
"dpr20",4.75092898365258,0,0
"Usp10",7334.6425292623,6334.57533381357,9488.6769823639
"CG13907",384.825247675859,376.494493800923,502.384112769186
"CG34056",2818.88453030053,3257.52799744453,3524.92459451166
"CG34057",49.8847543283521,216.724728258685,146.185541010706
"CG13905",0,5.17772388331328,22.6484641002502
"nerfin-1",37.2156103719452,0,1.02947564092046
"Glut1",2604.30090453889,2078.48630173005,2691.04932536609
"CG12038",7.91821497275429,11.8347974475732,40.149549995898
"trio",5241.06649046607,5184.38095687754,6930.43001467656
"lncRNA:CR45811",15.8364299455086,5.91739872378661,8.2358051273637
"CG9205",4149.14464572325,4380.35440528304,4069.51720855859
"bab1",124.315975072242,198.972532087325,320.166924326264
"bab2",5680.52742145393,2888.43025204834,6269.50665320562
"CG13912",5.54275048092801,0.739674840473326,0
"Trh",0,0,0
"LysX",0,0,0
"Aplip1",0,0,0
"mwh",556.650512584627,427.532057793583,467.38194097789
"CG32335",1.58364299455086,0,4.11790256368185
"CG9119",58.5947907983818,0,11.3242320501251
"LysS",0.791821497275429,1.47934968094665,1.02947564092046
"CG9194",15.8364299455086,2.21902452141998,32.9432205094548
"CG9192",1354.01476034098,3174.68441531152,3805.97144448295
"Klp61F",4921.17060556679,5661.47122898284,5082.52123922432
"Psf1",722.933027012467,704.91012297108,485.912502514458
"Sac1",5446.94007975768,5698.4549710065,5155.61400972968
"CG9129",16.628251442784,58.4343123973928,47.3558794823413
"tfc",1129.13745511476,2415.77802898588,1382.58578575618
"CG32333",131.442368547721,202.670906289691,221.337262797899
"Rabex-5",1047.57984089539,814.381999361132,833.875269145575
"scf",5139.71333881481,4198.3943945266,5083.55071486525
"Rac1",10250.9211037277,9377.59762752083,9248.80915802944
"CG9149",3065.14101595319,3824.85860008757,2999.89201764223
"CG2277",952.561261222341,1025.18932889603,781.372011458631
"Ctr9",9185.92118989226,7533.58825022083,9214.83646187906
"CG9186",3889.42719461691,3096.27888222134,5146.34872896139
"Herc4",2650.22655138086,2659.87072634208,4846.77131745354
"Myo61F",5210.18545207233,4647.37702269391,5033.10640846014
"CG9184",57.8029693011063,56.9549627164461,75.1517217871938
"lncRNA:CR45166",7.91821497275429,22.9299200546731,22.6484641002502
"ND-ACP",7230.12209162195,7173.36660291032,7013.81754159111
"msd1",1128.34563361749,1319.57991540441,989.326090924565
"msd5",1811.68758576618,1849.18710118332,1440.23642164773
"CG2211",1289.0853975644,1336.5924367353,1133.45268065343
"l(3)02640",1882.1596990237,1631.72269808416,2079.54079465933
"CG2199",3909.22273204879,3427.65321075339,3415.8001765741
"Ptp61F",8896.11452188945,8124.58844775902,8631.12377347716
"312",618.41258937211,631.682313764221,634.156994807005
"ru",44.342003847424,29.586993618933,8.2358051273637
"SA-2",0,0,0
"rho",963.646762184198,606.533369188127,690.778155057631
"stet",1.58364299455086,10.3554477666266,25.7368910230116
"robl62A",0,0,0
"snmRNA:CR43701",0,2.21902452141998,1.02947564092046
"snoRNA:Psi28S-2622",0.791821497275429,5.17772388331328,0
"CG12084",3666.92535388251,3483.86849862937,3778.1756021781
"hfp",5457.23375922226,5350.80779598404,6192.29598013658
"scaRNA:MeU2-48",4.75092898365258,2.9586993618933,1.02947564092046
"Psa",6207.08871714209,5193.9967298037,6914.98788006275
"cue",1438.73966054946,1666.4874155864,1892.17622801181
"Iml1",1661.24150128385,2430.57152579535,2424.41513436769
"Ir62a",75.2230422411658,28.8473187784597,62.7980140961482
"CG12091",8379.84690566587,9007.02053244369,9187.04061957421
"pns",1167.14488698398,1252.26950492134,1543.18398573977
"CG32313",6.33457197820344,0,1.02947564092046
"Pcyt1",2624.88826346805,2942.42651540289,3051.36579968825
"Pcyt2",76.8066852357166,28.1076439379864,32.9432205094548
"CG12099",9458.307784955,9240.01810719279,10721.9888001866
"Pex10",536.063153655466,597.657271102448,728.868753771688
"CG7879",2040.52399847878,2402.46388185736,2324.5559971984
"CG12003",75.2230422411658,62.1326865997594,74.1222461462733
"CG12004",8466.15544886889,7642.32045177041,8687.74493372778
"CG13917",4731.92526771797,4219.10529005985,5911.2491301653
"CG12104",1659.6578582893,1511.89537392748,1533.91870497149
"CG12105",5.54275048092801,89.5006556972725,59.7095871733868
"CG13926",154.405191968709,129.443097082832,181.187712802001
"ABCB7",1573.34931508628,1755.98807128368,1470.09121523442
"CG33230",608.910731404805,1073.2681935268,894.614331959882
"CG13928",66.5130057711361,213.026354056318,224.425689720661
"nSyb",14.2527869509577,40.6821162260329,43.2379769186594
"metl",1768.13740341603,1547.3997662702,1529.80080240781
"Bgb",4253.66508336361,4469.85506098031,3629.93110988555
"alphaCOP",15594.9243888396,13423.6190049099,18251.5736378789
"CG13919",665.921879208636,631.682313764221,577.53583455638
"CG17249",1072.91812880821,1095.458438741,924.469125546576
"asRNA:CR45815",0,1.47934968094665,0
"CG13920",64.9293627765852,64.3517111211794,125.596028192296
"Vta1",6555.49017594328,6850.12869762347,6272.59508012838
"CG7970",5028.06650769898,5620.78911275681,4723.23424054308
"CG7971",5550.66869590076,6277.62037109712,6256.12346987365
"CG7974",447.379145960618,675.323129352147,527.091528151277
"Uhg7",22.9628234209875,22.9299200546731,27.7958423048525
"snoRNA:Me28S-A2634b",2.37546449182629,0,8.2358051273637
"snoRNA:Me28S-A2634a",3.95910748637715,0.739674840473326,0
"RpL23A",48862.5127753695,47765.2424984055,41639.20124831
"RabX5",0,0,0
"CG7991",197.955374318857,88.0213060163258,98.8296615283644
"CG12011",23.7546449182629,5.91739872378661,0
"drpr",4300.38255170286,3676.9236319929,4514.25068543623
"CG18171",6.33457197820344,18.4918710118332,18.5305615365683
"CG12035",0,3.69837420236663,14.4126589728865
"Oseg4",2726.2414151193,4036.40560446294,2735.31677792567
"Gk2",1665.20060877023,2152.45378577738,2439.8572689815
"CG13921",6016.25973629871,5781.29855313952,7703.56622100782
"Cht2",14053.2479336443,16428.1782069126,15485.3725907256
"CG8001",2417.43103118189,2787.83447374397,2547.95221127815
"Dhc62B",38.799253366496,0.739674840473326,29.8547935866934
"CG13933",1103.79916720195,899.444606015565,919.321747341973
"CG12018",2405.55370872275,2477.91071558564,2180.42940746954
"CG2021",1823.56490822531,2386.93071020742,1820.11293314738
"mRpL46",2194.92919044749,2793.75187246775,2112.48401516879
"alpha-Spec",13313.6866551891,16270.6274658918,17382.696196942
"asRNA:CR45834",3.95910748637715,2.21902452141998,6.17685384552278
"dlt",790.237854280879,573.248001366828,755.63512043562
"Cdc37",5399.43078992115,4862.62240127165,5039.28326230566
"CG12020",0,0.739674840473326,0
"Patj",3721.56103719452,3349.24767766322,3731.84919833668
"JTBR",1344.51290237368,1434.96919051825,1259.04870884573
"CG42676",1151.30845703847,1505.97797520369,1359.93732165593
"asRNA:CR45686",4.75092898365258,8.13642324520659,1.02947564092046
"lncRNA:CR45687",0,11.8347974475732,18.5305615365683
"GV1",10417.2036181555,11652.0977619763,8702.15759270067
"Cpr62Ba",5.54275048092801,30.3266684594064,44.2674525595799
"Cpr62Bc",0,14.0538219689932,1.02947564092046
"CG12024",1995.39017313408,1719.00432926001,1554.5082177899
"Rap1",7986.31162151998,7130.46546216286,7051.90814030517
"HBS1",2592.42358207976,2491.96453755464,2602.51442024693
"CG12025",4702.62787231878,4222.80366426222,4545.13495466384
"CG13924",0,29.586993618933,20.5895128184093
"dre4",12344.4971425239,12649.9191217748,12063.395560306
"CG13937",43.5501823501486,62.1326865997594,0
"Aprt",638.208126803996,661.269307383154,827.698415300052
"Tmhs",1125.17834762839,1099.89648778384,1031.5345922023
"dsb",161.531585444188,10.3554477666266,22.6484641002502
"CG5687",206.665410788887,66.5707356425994,121.478125628615
"Mfap1",1136.26384859024,992.643635915204,788.578340945075
"mu2",2514.03325384949,2192.39622716294,2415.14985359941
"Cnb",2485.52767994757,2350.68664302423,2726.05149715739
"mv",830.620750641925,775.918907656519,759.753022999301
"SCOT",2674.7730177964,2999.38147811934,2511.92056384593
"CG1927",6453.34520279475,7759.18907656519,6371.42474165674
"CG1139",468.758326387054,323.237905286844,41.1790256368185
"CG42841",0,0,0
"CG42355",0,0,0
"sls",1634.31957037649,2374.35623791938,2078.51131901841
"asRNA:CR42860",0,0,0
"zormin",1221.78057029599,1297.38967019021,3471.3918611838
"asRNA:CR45802",0,0.739674840473326,0
"CG15822",515.475794726305,391.28799061039,436.497671750276
"CG15879",429.959073020558,463.036450136302,365.463852526764
"CG5704",1246.32703671153,1352.12560838524,1128.30530244883
"CG15820",30.8810383937417,19.2315458523065,33.9726961503753
"CG5707",0,0,15.4421346138069
"Oseg2",64.1375412793098,21.4505703737265,10.2947564092046
"CG9018",1543.26009818981,1665.00806590546,1344.49518704212
"ACXD",0,0,6.17685384552278
"CG32301",11.085500961856,0,6.17685384552278
"CG1275",3035.05179905672,3235.33775223033,2868.11913560441
"CG2034",3094.43841135238,2607.35381266847,2509.86161256409
"oxt",1428.44598108487,1341.03048577814,1741.87278443742
"CG13807",921.6802228286,901.663630536985,721.662424285244
"ecd",5150.79883977667,4549.00026891096,5382.09865073218
"CG32302",0,0,0
"yellow-g",0,7.39674840473326,0
"MsR1",0,11.0951226070999,8.2358051273637
"CG1317",3942.47923493436,3526.76963937682,4355.71143673448
"CG8993",1720.62811357951,2018.57263965171,1716.13589341441
"mRpL23",1717.46082759041,1740.45489963374,1383.6152613971
"CG9004",1007.19694453435,994.862660436624,1234.34129346363
"CG15877",795.780604761807,972.672415222424,958.441821696951
"Svil",8065.49377124752,5534.24715642143,9292.0471349481
"CG42787",9.50185796730515,0,3.08842692276139
"CG16762",1.58364299455086,0,0
"Cyp4d20",0,24.4092697356198,7.20632948644324
"CG1146",4365.31191447944,3755.32916508308,5543.72632635669
"CG16758",26.1301094100892,71.0087846854393,66.9159166598301
"lncRNA:CR45425",0,2.21902452141998,0
"Spn",2360.41988337806,992.643635915204,1978.65218184913
"lncRNA:CR45170",5.54275048092801,11.0951226070999,6.17685384552278
"CG32295",0,0,14.4126589728865
"msn",11959.6718948481,9907.94448814021,12905.5066345789
"RpL8",75858.0830819807,81273.9921215281,73687.8074258049
"dos",3635.2524939915,4361.8625342712,3962.45174190286
"CG16984",14.2527869509577,14.7934968094665,21.6189884593297
"CG12182",1631.15228438738,1730.09945186711,1637.89574470446
"CG16985",372.947925216727,258.886194165664,272.811044843923
"CG16986",858.334503046565,920.155501548818,887.408002473439
"Pxn",1029.36794645806,426.052708112636,612.538006347675
"lncRNA:CR45982",10.2936794645806,0.739674840473326,0
"lncRNA:CR45660",3.16728598910172,0,1.02947564092046
"MEP-1",232.003698701701,240.394323153831,282.076325612207
"CG14949",6.33457197820344,7.39674840473326,15.4421346138069
"CG1246",48.3011113338012,60.6533369188127,37.0611230731367
"ProRS-m",1371.43483328104,1166.46722342644,1024.32826271586
"Fife",0,0.739674840473326,2.05895128184093
"Mrtf",3333.56850352956,3811.54445295905,3726.70182013208
"Acp62F",4.75092898365258,0,0
"Non2",34695.2425461175,38305.5409635921,31650.1991044587
"AhcyL1",6351.99205114349,5498.00308923823,6344.65837499281
"CG12093",1986.68013666405,1900.22466517598,1808.78870109725
"Atg2",2609.84365501982,2654.69300245877,3431.2423111879
"mRpS35",2149.00354360552,2111.77166955135,1917.91311903482
"Pgant6",3431.75436919171,2727.92081166563,3496.09927656589
"Tet",10630.2036009226,9501.86300072035,10160.924575885
"spz5",673.048272684115,287.733512944124,415.908158931867
"Shab",34.8401458801189,5.17772388331328,4.11790256368185
"CG9970",0,0,0
"CG34025",0,0,0
"CPT2",3390.57965133339,3552.65825879339,3638.16691501292
"CG2113",0,0,0
"FMRFaR",2.37546449182629,0,17.5010858956479
"CG2162",3869.63165718502,3961.69844557514,4370.12409570736
"Jafrac2",7550.80979801849,7763.62712560803,6718.35803264694
"scramb2",10342.7723974117,15482.1340859472,11164.6633257824
"Sk2",5914.90658464746,5920.3574231485,5297.6816481767
"CG32485",100.56133015398,173.083912670758,152.362394856228
"CG1271",325.438635380201,465.255474657722,513.708344819311
"CG16753",1582.05935155631,1503.0192758418,1296.10983191886
"CG32486",1834.65040918717,2199.79297556767,2411.03195103572
"CG11486",8040.15548333471,8745.91531375661,8432.43497477951
"snRNA:U5:63BC",5.54275048092801,2.21902452141998,6.17685384552278
"Cht7",889.215541440307,2474.95201622375,983.149237079042
"CG45067",0,0,0
"prominin-like",14721.5452773448,13515.3386851286,16233.8013816748
"CG11537",3301.89564363854,3037.10489498348,3791.55878551006
"Alg2",1970.84370671854,2150.23476125596,2056.89233055908
"Usp5",6683.7652585019,6208.09093609263,6311.71515448336
"BtbVII",3339.11125401049,3116.9897777546,3696.84702654538
"ND-30",6598.24853679615,7695.57704028449,6730.71174033799
"CG15812",2114.95521922267,2216.06582205809,2207.19577413347
"rasp",3290.01832117941,4131.823658884,3654.63852526764
"Asciz",476.676541359808,511.115314767068,645.48122685713
"CG32280",4918.00331957769,4304.16789671429,4714.99843541572
"CG32278",1700.04075465035,1247.09178103803,1515.38814343492
"CG32281",971.564977156952,438.627180400682,664.011788393698
"CG14963",107.687723629458,173.083912670758,185.305615365683
"CG14964",105.312259137632,107.992526709106,136.920260242422
"Girdin",3150.65773765893,2745.67300783699,2644.72292152467
"CG42494",10.2936794645806,0,7.20632948644324
"CG32284",4.75092898365258,0,0
"CG14957",12.6691439564069,1.47934968094665,2.05895128184093
"CG14965",508.349401250826,589.520847857241,648.569653779891
"Hsp83",92235.3271101284,76736.0869752243,156661.485132712
"CG14966",1189.31588890769,1439.40723956109,1074.77256912096
"CG32276",20543.808746811,15402.2492031761,17499.026944366
"gry",4957.59439444146,4789.39459206479,5768.15201607735
"CG32277",3.95910748637715,0,0
"CG33160",3.95910748637715,0,0
"CG14967",1529.00731123885,1402.42349753743,2001.30064594938
"CG12034",5302.03674575628,4886.29199616679,4787.06173028015
"RpL28",20534.3068888437,22355.9323784658,19705.1932428586
"snoRNA:Or-CD12",11.085500961856,3.69837420236663,6.17685384552278
"snoRNA:Or-CD11c",2.37546449182629,2.9586993618933,3.08842692276139
"eIF1",22812.3773365051,21905.4704006176,21624.1358375343
"Larp4B",5092.20404897829,3452.80215532949,6539.22927112678
"CG17746",4375.60559394402,4245.73358431689,4229.08593290126
"CG12078",26.9219309073646,5.17772388331328,6.17685384552278
"lncRNA:CR45424",91.0594721866744,49.5582143117129,78.2401487099552
"CG43389",57.8029693011063,57.6946375569194,46.3264038414208
"lncRNA:CR43626",624.747161350314,666.447031266467,938.881784519462
"ckd",985.025942610634,1456.41976089198,890.4964293962
"CG34265",0,15.5331716499399,6.17685384552278
"CG14960",33.256502885568,16.2728464904132,1.02947564092046
"CG12017",101.353151651255,159.030090701765,100.888612810205
"CG12009",3188.66516952815,1046.63989926976,3459.03815349275
