"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007413","GO:0007413","axonal fasciculation","2/114","20/12275",0.0145651138919104,0.0768295250712726,0.0554017961835301,"Fas2/Arp3",2
"GO:0035293","GO:0035293","chitin-based larval cuticle pattern formation","2/114","20/12275",0.0145651138919104,0.0768295250712726,0.0554017961835301,"SrpRbeta/Sec13",2
"GO:0045610","GO:0045610","regulation of hemocyte differentiation","2/114","20/12275",0.0145651138919104,0.0768295250712726,0.0554017961835301,"DnaJ-1/Cyt-b5",2
"GO:0016322","GO:0016322","neuron remodeling","3/114","56/12275",0.0151360303081431,0.0792098977390573,0.0571182837091151,"Roc1a/SkpA/Fas2",3
"GO:0071900","GO:0071900","regulation of protein serine/threonine kinase activity","3/114","56/12275",0.0151360303081431,0.0792098977390573,0.0571182837091151,"Rho1/Gadd45/kay",3
"GO:0036315","GO:0036315","cellular response to sterol","2/114","21/12275",0.0160016032622228,0.0814850873814729,0.058758923719984,"Sec13/Blimp-1",2
"GO:0045047","GO:0045047","protein targeting to ER","2/114","21/12275",0.0160016032622228,0.0814850873814729,0.058758923719984,"Spase12/Srp9",2
"GO:0046528","GO:0046528","imaginal disc fusion","2/114","21/12275",0.0160016032622228,0.0814850873814729,0.058758923719984,"puc/kay",2
"GO:0046529","GO:0046529","imaginal disc fusion, thorax closure","2/114","21/12275",0.0160016032622228,0.0814850873814729,0.058758923719984,"puc/kay",2
"GO:0071390","GO:0071390","cellular response to ecdysone","2/114","21/12275",0.0160016032622228,0.0814850873814729,0.058758923719984,"Sec13/Blimp-1",2
"GO:0106030","GO:0106030","neuron projection fasciculation","2/114","21/12275",0.0160016032622228,0.0814850873814729,0.058758923719984,"Fas2/Arp3",2
"GO:1901655","GO:1901655","cellular response to ketone","2/114","21/12275",0.0160016032622228,0.0814850873814729,0.058758923719984,"Sec13/Blimp-1",2
"GO:0009894","GO:0009894","regulation of catabolic process","6/114","219/12275",0.0163129904880138,0.0827524881460929,0.0596728468345574,"Roc1a/SkpA/Pomp/hid/Myc/rpr",6
"GO:0042551","GO:0042551","neuron maturation","3/114","58/12275",0.0166255821823995,0.0840163007996064,0.0605841825610137,"Roc1a/SkpA/Fas2",3
"GO:1901615","GO:1901615","organic hydroxy compound metabolic process","5/114","162/12275",0.0174736933761502,0.087414633385903,0.063034721323751,"Eb1/Rho1/Idh/Nrg/Ddc",5
"GO:0002793","GO:0002793","positive regulation of peptide secretion","2/114","22/12275",0.0174961313045803,0.087414633385903,0.063034721323751,"Rab1/Snx3",2
"GO:0072599","GO:0072599","establishment of protein localization to endoplasmic reticulum","2/114","22/12275",0.0174961313045803,0.087414633385903,0.063034721323751,"Spase12/Srp9",2
"GO:0001736","GO:0001736","establishment of planar polarity","4/114","108/12275",0.0180682488550866,0.0889366839561335,0.0641322724981818,"Rho1/puc/kay/Dl",4
"GO:0007164","GO:0007164","establishment of tissue polarity","4/114","108/12275",0.0180682488550866,0.0889366839561335,0.0641322724981818,"Rho1/puc/kay/Dl",4
"GO:0007442","GO:0007442","hindgut morphogenesis","3/114","60/12275",0.018194531711085,0.0889366839561335,0.0641322724981818,"Rho1/ct/tnc",3
"GO:0030261","GO:0030261","chromosome condensation","3/114","60/12275",0.018194531711085,0.0889366839561335,0.0641322724981818,"eIF4E1/Dp1/SkpA",3
"GO:0061525","GO:0061525","hindgut development","3/114","60/12275",0.018194531711085,0.0889366839561335,0.0641322724981818,"Rho1/ct/tnc",3
"GO:0001654","GO:0001654","eye development","9/114","429/12275",0.0183381531118009,0.0889366839561335,0.0641322724981818,"Arf102F/Gp150/Rho1/Fas2/bun/puc/kay/hid/Dl",9
"GO:0048880","GO:0048880","sensory system development","9/114","429/12275",0.0183381531118009,0.0889366839561335,0.0641322724981818,"Arf102F/Gp150/Rho1/Fas2/bun/puc/kay/hid/Dl",9
"GO:0150063","GO:0150063","visual system development","9/114","429/12275",0.0183381531118009,0.0889366839561335,0.0641322724981818,"Arf102F/Gp150/Rho1/Fas2/bun/puc/kay/hid/Dl",9
"GO:0050808","GO:0050808","synapse organization","7/114","294/12275",0.0196776962072252,0.0946278308349842,0.0682361604128882,"SkpA/Rab1/Fas2/Arp3/Nrg/kay/Pdk1",7
"GO:0035114","GO:0035114","imaginal disc-derived appendage morphogenesis","8/114","363/12275",0.0197442838919313,0.0946278308349842,0.0682361604128882,"Fkbp14/Rho1/lft/ct/hid/Myc/tnc/Dl",8
"GO:0040012","GO:0040012","regulation of locomotion","4/114","111/12275",0.0197725457883666,0.0946278308349842,0.0682361604128882,"Rab1/Rho1/puc/kay",4
"GO:0072091","GO:0072091","regulation of stem cell proliferation","3/114","62/12275",0.0198431780760334,0.0946278308349842,0.0682361604128882,"E(spl)mbeta-HLH/E(spl)m3-HLH/bun",3
"GO:0048638","GO:0048638","regulation of developmental growth","6/114","229/12275",0.0198689856284937,0.0946278308349842,0.0682361604128882,"SkpA/Fas2/Arp3/hid/Myc/Pdk1",6
"GO:0007416","GO:0007416","synapse assembly","5/114","169/12275",0.0205790757360658,0.0962911242962009,0.0694355618831724,"SkpA/Fas2/Arp3/kay/Pdk1",5
"GO:0035107","GO:0035107","appendage morphogenesis","8/114","366/12275",0.0206286091269559,0.0962911242962009,0.0694355618831724,"Fkbp14/Rho1/lft/ct/hid/Myc/tnc/Dl",8
"GO:0042023","GO:0042023","DNA endoreduplication","2/114","24/12275",0.0206545916164056,0.0962911242962009,0.0694355618831724,"SkpA/Myc",2
"GO:0048015","GO:0048015","phosphatidylinositol-mediated signaling","2/114","24/12275",0.0206545916164056,0.0962911242962009,0.0694355618831724,"Pdk1/ImpL2",2
"GO:0060260","GO:0060260","regulation of transcription initiation from RNA polymerase II promoter","2/114","24/12275",0.0206545916164056,0.0962911242962009,0.0694355618831724,"Sec13/Rpt3",2
"GO:2000142","GO:2000142","regulation of DNA-templated transcription, initiation","2/114","24/12275",0.0206545916164056,0.0962911242962009,0.0694355618831724,"Sec13/Rpt3",2
"GO:0051270","GO:0051270","regulation of cellular component movement","4/114","113/12275",0.0209621416995624,0.0973618235144908,0.0702076434470053,"Rab1/Rho1/puc/kay",4
"GO:0042127","GO:0042127","regulation of cell population proliferation","6/114","232/12275",0.0210313304570577,0.0973618235144908,0.0702076434470053,"E(spl)mbeta-HLH/E(spl)m3-HLH/Xrp1/Cyt-b5/bun/Dl",6
"GO:0042325","GO:0042325","regulation of phosphorylation","6/114","233/12275",0.0214288377108822,0.0988331836658542,0.0712686417434646,"SkpA/Rho1/Lk6/Gadd45/puc/kay",6
"GO:2000177","GO:2000177","regulation of neural precursor cell proliferation","3/114","64/12275",0.0215717164788943,0.0988331836658542,0.0712686417434646,"E(spl)mbeta-HLH/E(spl)m3-HLH/bun",3
"GO:0008038","GO:0008038","neuron recognition","4/114","114/12275",0.0215731042896011,0.0988331836658542,0.0712686417434646,"Rho1/Fas2/Arp3/ImpL2",4
"GO:0048737","GO:0048737","imaginal disc-derived appendage development","8/114","370/12275",0.0218512522796987,0.0997622690286933,0.0719386055088447,"Fkbp14/Rho1/lft/ct/hid/Myc/tnc/Dl",8
"GO:0007549","GO:0007549","dosage compensation","2/114","25/12275",0.0223162093211384,0.10084184689825,0.0727170894710707,"lncRNA:roX2/lncRNA:roX1",2
"GO:0043280","GO:0043280","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","2/114","25/12275",0.0223162093211384,0.10084184689825,0.0727170894710707,"hid/rpr",2
"GO:0048017","GO:0048017","inositol lipid-mediated signaling","2/114","25/12275",0.0223162093211384,0.10084184689825,0.0727170894710707,"Pdk1/ImpL2",2
"GO:0072594","GO:0072594","establishment of protein localization to organelle","5/114","173/12275",0.0225061415360817,0.101354188414191,0.0730865391092951,"Spase12/Tim17b/Lamp1/Sec13/Srp9",5
"GO:0042440","GO:0042440","pigment metabolic process","4/114","116/12275",0.0228275829082716,0.102453287357802,0.07387909972454,"Eb1/Rho1/Nrg/Culd",4
"GO:0048736","GO:0048736","appendage development","8/114","374/12275",0.0231245875619837,0.1034356551759,0.0745874854861993,"Fkbp14/Rho1/lft/ct/hid/Myc/tnc/Dl",8
"GO:0006413","GO:0006413","translational initiation","3/114","66/12275",0.0233802429740463,0.103877321133011,0.0749059709553514,"eIF4E1/eIF5B/eIF3j",3
"GO:0046620","GO:0046620","regulation of organ growth","3/114","66/12275",0.0233802429740463,0.103877321133011,0.0749059709553514,"hid/Myc/Pdk1",3
"GO:0007476","GO:0007476","imaginal disc-derived wing morphogenesis","7/114","306/12275",0.0238719060738228,0.105354678805805,0.0759712940665169,"Fkbp14/Rho1/lft/ct/Myc/tnc/Dl",7
"GO:0030029","GO:0030029","actin filament-based process","7/114","306/12275",0.0238719060738228,0.105354678805805,0.0759712940665169,"Rho1/Mlc-c/Arp3/CanB2/puc/CG6891/Dl",7
"GO:0045815","GO:0045815","positive regulation of gene expression, epigenetic","2/114","26/12275",0.0240312361663805,0.105355485709562,0.0759718759250858,"lncRNA:roX2/lncRNA:roX1",2
"GO:0071396","GO:0071396","cellular response to lipid","2/114","26/12275",0.0240312361663805,0.105355485709562,0.0759718759250858,"Sec13/Blimp-1",2
"GO:0007528","GO:0007528","neuromuscular junction development","5/114","177/12275",0.0245470149458684,0.106908709830032,0.0770919063570036,"SkpA/Fas2/Arp3/kay/Pdk1",5
"GO:0010243","GO:0010243","response to organonitrogen compound","5/114","177/12275",0.0245470149458684,0.106908709830032,0.0770919063570036,"Roc1a/SkpA/Myc/Pdk1/ImpL2",5
"GO:0001738","GO:0001738","morphogenesis of a polarized epithelium","4/114","119/12275",0.0247913035269196,0.10726694728641,0.0773502315064193,"Rho1/puc/kay/Dl",4
"GO:0008037","GO:0008037","cell recognition","4/114","119/12275",0.0247913035269196,0.10726694728641,0.0773502315064193,"Rho1/Fas2/Arp3/ImpL2",4
"GO:0006383","GO:0006383","transcription by RNA polymerase III","2/114","27/12275",0.0257985552988428,0.109128713149099,0.0786927514916779,"Trf2/Myc",2
"GO:0046329","GO:0046329","negative regulation of JNK cascade","2/114","27/12275",0.0257985552988428,0.109128713149099,0.0786927514916779,"SkpA/puc",2
"GO:0046667","GO:0046667","compound eye retinal cell programmed cell death","2/114","27/12275",0.0257985552988428,0.109128713149099,0.0786927514916779,"hid/Dl",2
"GO:0060969","GO:0060969","negative regulation of gene silencing","2/114","27/12275",0.0257985552988428,0.109128713149099,0.0786927514916779,"lncRNA:roX2/lncRNA:roX1",2
"GO:0070972","GO:0070972","protein localization to endoplasmic reticulum","2/114","27/12275",0.0257985552988428,0.109128713149099,0.0786927514916779,"Spase12/Srp9",2
"GO:0097193","GO:0097193","intrinsic apoptotic signaling pathway","2/114","27/12275",0.0257985552988428,0.109128713149099,0.0786927514916779,"hid/rpr",2
"GO:2001056","GO:2001056","positive regulation of cysteine-type endopeptidase activity","2/114","27/12275",0.0257985552988428,0.109128713149099,0.0786927514916779,"hid/rpr",2
"GO:0071478","GO:0071478","cellular response to radiation","3/114","69/12275",0.0262429891281264,0.110655151610317,0.0797934667757649,"Gprk1/hid/rpr",3
"GO:0006914","GO:0006914","autophagy","5/114","181/12275",0.0267037735662575,0.111181749062028,0.0801731963740336,"Ubi-p63E/Fis1/lft/hid/Myc",5
"GO:0010256","GO:0010256","endomembrane system organization","5/114","181/12275",0.0267037735662575,0.111181749062028,0.0801731963740336,"CHOp24/loj/ReepB/Rtnl1/Arp3",5
"GO:0010631","GO:0010631","epithelial cell migration","5/114","181/12275",0.0267037735662575,0.111181749062028,0.0801731963740336,"Rho1/bun/puc/kay/Dl",5
"GO:0061919","GO:0061919","process utilizing autophagic mechanism","5/114","181/12275",0.0267037735662575,0.111181749062028,0.0801731963740336,"Ubi-p63E/Fis1/lft/hid/Myc",5
"GO:0044087","GO:0044087","regulation of cellular component biogenesis","7/114","314/12275",0.0269890911288248,0.112017418979825,0.0807757982308005,"Su(var)205/SkpA/Rho1/Fas2/Arp3/Rpt3/CG6891",7
"GO:0007254","GO:0007254","JNK cascade","3/114","70/12275",0.0272371766044048,0.112093034727319,0.0808303247715681,"SkpA/Gadd45/puc",3
"GO:0090132","GO:0090132","epithelium migration","5/114","182/12275",0.0272612969654054,0.112093034727319,0.0808303247715681,"Rho1/bun/puc/kay/Dl",5
"GO:1901698","GO:1901698","response to nitrogen compound","5/114","182/12275",0.0272612969654054,0.112093034727319,0.0808303247715681,"Roc1a/SkpA/Myc/Pdk1/ImpL2",5
"GO:0040018","GO:0040018","positive regulation of multicellular organism growth","2/114","28/12275",0.0276170656828685,0.112162561239625,0.0808804603628083,"Myc/Pdk1",2
"GO:0046622","GO:0046622","positive regulation of organ growth","2/114","28/12275",0.0276170656828685,0.112162561239625,0.0808804603628083,"Myc/Pdk1",2
"GO:0050708","GO:0050708","regulation of protein secretion","2/114","28/12275",0.0276170656828685,0.112162561239625,0.0808804603628083,"Rab1/Snx3",2
"GO:0071902","GO:0071902","positive regulation of protein serine/threonine kinase activity","2/114","28/12275",0.0276170656828685,0.112162561239625,0.0808804603628083,"Rho1/Gadd45",2
"GO:0007472","GO:0007472","wing disc morphogenesis","7/114","316/12275",0.0278098950076003,0.112600308838112,0.0811961203022483,"Fkbp14/Rho1/lft/ct/Myc/tnc/Dl",7
"GO:0008587","GO:0008587","imaginal disc-derived wing margin morphogenesis","3/114","71/12275",0.0282512971838055,0.113692150368871,0.0819834475946619,"Fkbp14/ct/Dl",3
"GO:0035214","GO:0035214","eye-antennal disc development","3/114","71/12275",0.0282512971838055,0.113692150368871,0.0819834475946619,"ct/hid/Dl",3
"GO:0098742","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","3/114","72/12275",0.029285321395201,0.116187627515285,0.0837829369982221,"Fas2/ImpL2/Cad88C",3
"GO:0008347","GO:0008347","glial cell migration","2/114","29/12275",0.0294856819072023,0.116187627515285,0.0837829369982221,"Rho1/Dl",2
"GO:0032873","GO:0032873","negative regulation of stress-activated MAPK cascade","2/114","29/12275",0.0294856819072023,0.116187627515285,0.0837829369982221,"SkpA/puc",2
"GO:0046666","GO:0046666","retinal cell programmed cell death","2/114","29/12275",0.0294856819072023,0.116187627515285,0.0837829369982221,"hid/Dl",2
"GO:0070303","GO:0070303","negative regulation of stress-activated protein kinase signaling cascade","2/114","29/12275",0.0294856819072023,0.116187627515285,0.0837829369982221,"SkpA/puc",2
"GO:0070897","GO:0070897","transcription preinitiation complex assembly","2/114","29/12275",0.0294856819072023,0.116187627515285,0.0837829369982221,"Rpt3/Trf2",2
"GO:1905268","GO:1905268","negative regulation of chromatin organization","2/114","29/12275",0.0294856819072023,0.116187627515285,0.0837829369982221,"lncRNA:roX2/lncRNA:roX1",2
"GO:0007431","GO:0007431","salivary gland development","4/114","126/12275",0.0297609740394546,0.116578490024372,0.0840647880840402,"Rho1/Trf2/hid/rpr",4
"GO:0035272","GO:0035272","exocrine system development","4/114","126/12275",0.0297609740394546,0.116578490024372,0.0840647880840402,"Rho1/Trf2/hid/rpr",4
"GO:0016477","GO:0016477","cell migration","7/114","321/12275",0.0299360827245522,0.116918505980257,0.0843099737033655,"Ostgamma/Rab1/Rho1/bun/puc/kay/Dl",7
"GO:0008045","GO:0008045","motor neuron axon guidance","3/114","73/12275",0.0303392148113657,0.118144471794848,0.0851940180616368,"Rho1/Fas2/Nrg",3
"GO:0042692","GO:0042692","muscle cell differentiation","4/114","127/12275",0.0305156688212469,0.11848312469012,0.0854382207774994,"Rho1/Arp3/CanB2/Antp",4
"GO:0048732","GO:0048732","gland development","5/114","188/12275",0.0307625663621823,0.119092508372893,0.0858776475546302,"Rho1/Trf2/hid/Antp/rpr",5
"GO:0098609","GO:0098609","cell-cell adhesion","4/114","128/12275",0.0312816232624853,0.119506829860245,0.0861764149175088,"Fas2/Nrg/ImpL2/Cad88C",4
"GO:0008363","GO:0008363","larval chitin-based cuticle development","2/114","30/12275",0.0314033339939359,0.119506829860245,0.0861764149175088,"SrpRbeta/Sec13",2
"GO:0035011","GO:0035011","melanotic encapsulation of foreign target","2/114","30/12275",0.0314033339939359,0.119506829860245,0.0861764149175088,"Eb1/Nrg",2
"GO:0043281","GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process","2/114","30/12275",0.0314033339939359,0.119506829860245,0.0861764149175088,"hid/rpr",2
"GO:0097306","GO:0097306","cellular response to alcohol","2/114","30/12275",0.0314033339939359,0.119506829860245,0.0861764149175088,"Sec13/Blimp-1",2
"GO:0048749","GO:0048749","compound eye development","8/114","397/12275",0.0314782899443371,0.119506829860245,0.0861764149175088,"Arf102F/Gp150/Rho1/bun/puc/kay/hid/Dl",8
"GO:0048598","GO:0048598","embryonic morphogenesis","6/114","255/12275",0.0315014226746417,0.119506829860245,0.0861764149175088,"Rho1/puc/kay/ct/hid/tnc",6
"GO:0090130","GO:0090130","tissue migration","5/114","190/12275",0.0319897413741586,0.120928569249623,0.0872016316659313,"Rho1/bun/puc/kay/Dl",5
"GO:0097549","GO:0097549","chromatin organization involved in negative regulation of transcription","4/114","129/12275",0.0320588578599832,0.120928569249623,0.0872016316659313,"Dp1/Su(var)205/lncRNA:roX2/lncRNA:roX1",4
"GO:0010950","GO:0010950","positive regulation of endopeptidase activity","2/114","31/12275",0.0333689672096051,0.124452148128217,0.089742485571866,"hid/rpr",2
"GO:0031099","GO:0031099","regeneration","2/114","31/12275",0.0333689672096051,0.124452148128217,0.089742485571866,"bun/kay",2
"GO:0031507","GO:0031507","heterochromatin assembly","2/114","31/12275",0.0333689672096051,0.124452148128217,0.089742485571866,"Dp1/Su(var)205",2
"GO:0042337","GO:0042337","cuticle development involved in chitin-based cuticle molting cycle","2/114","31/12275",0.0333689672096051,0.124452148128217,0.089742485571866,"SrpRbeta/Sec13",2
"GO:0007298","GO:0007298","border follicle cell migration","4/114","132/12275",0.0344584225413588,0.128154357990896,0.0924121503400724,"Rho1/puc/kay/Dl",4
"GO:0006367","GO:0006367","transcription initiation from RNA polymerase II promoter","3/114","77/12275",0.0347526255273708,0.128403591365459,0.0925918726096927,"Sec13/Rpt3/Trf2",3
"GO:0051403","GO:0051403","stress-activated MAPK cascade","3/114","77/12275",0.0347526255273708,0.128403591365459,0.0925918726096927,"SkpA/Gadd45/puc",3
"GO:0033043","GO:0033043","regulation of organelle organization","8/114","405/12275",0.0348163816466766,0.128403591365459,0.0925918726096927,"Fis1/Su(var)205/Eb1/Rho1/Arp3/CG6891/lncRNA:roX2/lncRNA:roX1",8
"GO:0032456","GO:0032456","endocytic recycling","2/114","32/12275",0.0353815418784154,0.129406523334315,0.09331508718733,"Rho1/Snx3",2
"GO:0072499","GO:0072499","photoreceptor cell axon guidance","2/114","32/12275",0.0353815418784154,0.129406523334315,0.09331508718733,"Fas2/Nrg",2
"GO:0097194","GO:0097194","execution phase of apoptosis","2/114","32/12275",0.0353815418784154,0.129406523334315,0.09331508718733,"hid/rpr",2
"GO:0060828","GO:0060828","regulation of canonical Wnt signaling pathway","3/114","78/12275",0.0359051838151492,0.130959954190792,0.0944352666966517,"Roc1a/SkpA/Rho1",3
"GO:0016319","GO:0016319","mushroom body development","3/114","79/12275",0.0370773075884184,0.132897061537775,0.0958321154513931,"Fas2/Nrg/bun",3
"GO:0007029","GO:0007029","endoplasmic reticulum organization","2/114","33/12275",0.0374400331975757,0.132897061537775,0.0958321154513931,"ReepB/Rtnl1",2
"GO:0010389","GO:0010389","regulation of G2/M transition of mitotic cell cycle","2/114","33/12275",0.0374400331975757,0.132897061537775,0.0958321154513931,"puc/kay",2
"GO:0010952","GO:0010952","positive regulation of peptidase activity","2/114","33/12275",0.0374400331975757,0.132897061537775,0.0958321154513931,"hid/rpr",2
"GO:0050821","GO:0050821","protein stabilization","2/114","33/12275",0.0374400331975757,0.132897061537775,0.0958321154513931,"DnaJ-1/Snx3",2
"GO:0051222","GO:0051222","positive regulation of protein transport","2/114","33/12275",0.0374400331975757,0.132897061537775,0.0958321154513931,"Rab1/Snx3",2
"GO:0051489","GO:0051489","regulation of filopodium assembly","2/114","33/12275",0.0374400331975757,0.132897061537775,0.0958321154513931,"Rho1/Arp3",2
"GO:1902749","GO:1902749","regulation of cell cycle G2/M phase transition","2/114","33/12275",0.0374400331975757,0.132897061537775,0.0958321154513931,"puc/kay",2
"GO:1903532","GO:1903532","positive regulation of secretion by cell","2/114","33/12275",0.0374400331975757,0.132897061537775,0.0958321154513931,"Rab1/Snx3",2
"GO:2000116","GO:2000116","regulation of cysteine-type endopeptidase activity","2/114","33/12275",0.0374400331975757,0.132897061537775,0.0958321154513931,"hid/rpr",2
"GO:0034401","GO:0034401","chromatin organization involved in regulation of transcription","4/114","136/12275",0.0378167177632516,0.133875225450655,0.0965374697755959,"Dp1/Su(var)205/lncRNA:roX2/lncRNA:roX1",4
"GO:0006886","GO:0006886","intracellular protein transport","8/114","415/12275",0.0393185511666173,0.137056289833615,0.0988313363643573,"Spase12/Tim17b/Arf102F/Sec13/CHOp24/loj/Arp3/Srp9",8
"GO:0031175","GO:0031175","neuron projection development","9/114","492/12275",0.0394123765923736,0.137056289833615,0.0988313363643573,"Rab1/Rho1/Fas2/Arp3/Nrg/kay/ct/hid/ImpL2",9
"GO:0022416","GO:0022416","chaeta development","3/114","81/12275",0.0394799847745703,0.137056289833615,0.0988313363643573,"Fkbp14/Arp3/Dl",3
"GO:0031532","GO:0031532","actin cytoskeleton reorganization","2/114","34/12275",0.0395434310547136,0.137056289833615,0.0988313363643573,"Rho1/Arp3",2
"GO:0045747","GO:0045747","positive regulation of Notch signaling pathway","2/114","34/12275",0.0395434310547136,0.137056289833615,0.0988313363643573,"E(spl)m2-BFM/Fkbp14",2
"GO:0051047","GO:0051047","positive regulation of secretion","2/114","34/12275",0.0395434310547136,0.137056289833615,0.0988313363643573,"Rab1/Snx3",2
"GO:1903688","GO:1903688","positive regulation of border follicle cell migration","2/114","34/12275",0.0395434310547136,0.137056289833615,0.0988313363643573,"puc/kay",2
"GO:1904951","GO:1904951","positive regulation of establishment of protein localization","2/114","34/12275",0.0395434310547136,0.137056289833615,0.0988313363643573,"Rab1/Snx3",2
"GO:0045944","GO:0045944","positive regulation of transcription by RNA polymerase II","7/114","342/12275",0.040063696886729,0.138496957383888,0.0998702022159219,"Sec13/Rpt3/ich/Trf2/kay/Myc/Antp",7
"GO:0001505","GO:0001505","regulation of neurotransmitter levels","4/114","139/12275",0.0404549404111312,0.138942101508863,0.100191195793082,"Arf102F/Syb/CanB2/Ddc",4
"GO:0019220","GO:0019220","regulation of phosphate metabolic process","6/114","271/12275",0.0405072894127047,0.138942101508863,0.100191195793082,"SkpA/Rho1/Lk6/Gadd45/puc/kay",6
"GO:0051174","GO:0051174","regulation of phosphorus metabolic process","6/114","271/12275",0.0405072894127047,0.138942101508863,0.100191195793082,"SkpA/Rho1/Lk6/Gadd45/puc/kay",6
"GO:0001667","GO:0001667","ameboidal-type cell migration","5/114","203/12275",0.0407132720193454,0.13928778334267,0.100440467078869,"Rho1/bun/puc/kay/Dl",5
"GO:0010634","GO:0010634","positive regulation of epithelial cell migration","2/114","35/12275",0.0416907398473545,0.141172735442193,0.101799706667251,"puc/kay",2
"GO:0030048","GO:0030048","actin filament-based movement","2/114","35/12275",0.0416907398473545,0.141172735442193,0.101799706667251,"Rho1/Mlc-c",2
"GO:0035159","GO:0035159","regulation of tube length, open tracheal system","2/114","35/12275",0.0416907398473545,0.141172735442193,0.101799706667251,"Rho1/Fas2",2
"GO:1903684","GO:1903684","regulation of border follicle cell migration","2/114","35/12275",0.0416907398473545,0.141172735442193,0.101799706667251,"puc/kay",2
"GO:0071214","GO:0071214","cellular response to abiotic stimulus","3/114","83/12275",0.0419600840616853,0.141361708136568,0.101935974940267,"Gprk1/hid/rpr",3
"GO:0104004","GO:0104004","cellular response to environmental stimulus","3/114","83/12275",0.0419600840616853,0.141361708136568,0.101935974940267,"Gprk1/hid/rpr",3
"GO:0035265","GO:0035265","organ growth","3/114","84/12275",0.0432289712578435,0.14453322713481,0.104222958348921,"hid/Myc/Pdk1",3
"GO:0042063","GO:0042063","gliogenesis","3/114","84/12275",0.0432289712578435,0.14453322713481,0.104222958348921,"Rho1/Nrg/Dl",3
"GO:0045216","GO:0045216","cell-cell junction organization","3/114","84/12275",0.0432289712578435,0.14453322713481,0.104222958348921,"Rho1/Nrg/CG44325",3
"GO:0007112","GO:0007112","male meiosis cytokinesis","2/114","36/12275",0.0438809783044389,0.144883828616153,0.104475777194189,"eIF4E1/Rab1",2
"GO:0010212","GO:0010212","response to ionizing radiation","2/114","36/12275",0.0438809783044389,0.144883828616153,0.104475777194189,"hid/rpr",2
"GO:0019991","GO:0019991","septate junction assembly","2/114","36/12275",0.0438809783044389,0.144883828616153,0.104475777194189,"Nrg/CG44325",2
"GO:0034620","GO:0034620","cellular response to unfolded protein","2/114","36/12275",0.0438809783044389,0.144883828616153,0.104475777194189,"Hsp68/Hsp70Bc",2
"GO:0035017","GO:0035017","cuticle pattern formation","2/114","36/12275",0.0438809783044389,0.144883828616153,0.104475777194189,"SrpRbeta/Sec13",2
"GO:0016567","GO:0016567","protein ubiquitination","5/114","208/12275",0.0444182230302293,0.146292853960258,0.105491825840319,"Ubi-p5E/Ubi-p63E/Roc1a/Uev1A/rpr",5
"GO:0006468","GO:0006468","protein phosphorylation","8/114","427/12275",0.0452190944290867,0.148560995097049,0.107127383171429,"SkpA/Rho1/Gprk1/Lk6/Gadd45/puc/kay/Pdk1",8
"GO:0042594","GO:0042594","response to starvation","4/114","145/12275",0.0460390886108147,0.149098072519426,0.107514669880044,"Hsp68/hid/Myc/ImpL2",4
"GO:0060322","GO:0060322","head development","4/114","145/12275",0.0460390886108147,0.149098072519426,0.107514669880044,"Fas2/Nrg/bun/Antp",4
"GO:0002791","GO:0002791","regulation of peptide secretion","2/114","37/12275",0.0461131793098578,0.149098072519426,0.107514669880044,"Rab1/Snx3",2
"GO:0030858","GO:0030858","positive regulation of epithelial cell differentiation","2/114","37/12275",0.0461131793098578,0.149098072519426,0.107514669880044,"puc/kay",2
"GO:0043409","GO:0043409","negative regulation of MAPK cascade","2/114","37/12275",0.0461131793098578,0.149098072519426,0.107514669880044,"SkpA/puc",2
"GO:0072553","GO:0072553","terminal button organization","2/114","37/12275",0.0461131793098578,0.149098072519426,0.107514669880044,"Fas2/Arp3",2
"GO:0035120","GO:0035120","post-embryonic appendage morphogenesis","7/114","353/12275",0.046170853272632,0.149098072519426,0.107514669880044,"Fkbp14/Rho1/lft/ct/Myc/tnc/Dl",7
"GO:0007591","GO:0007591","molting cycle, chitin-based cuticle","3/114","87/12275",0.0471499571646198,0.151889399722522,0.109527496858266,"SrpRbeta/Sec13/Ddc",3
"GO:0006986","GO:0006986","response to unfolded protein","2/114","38/12275",0.0483863897279844,0.155465027902888,0.112105883533089,"Hsp68/Hsp70Bc",2
"GO:0042303","GO:0042303","molting cycle","3/114","88/12275",0.0484947556826983,0.155465027902888,0.112105883533089,"SrpRbeta/Sec13/Ddc",3
"GO:0007015","GO:0007015","actin filament organization","4/114","148/12275",0.0489848755443066,0.156656944977444,0.112965375333552,"Rho1/Arp3/CG6891/Dl",4
"GO:0031098","GO:0031098","stress-activated protein kinase signaling cascade","3/114","89/12275",0.0498582952221426,0.158549055147466,0.114329776608961,"SkpA/Gadd45/puc",3
"GO:0045859","GO:0045859","regulation of protein kinase activity","3/114","89/12275",0.0498582952221426,0.158549055147466,0.114329776608961,"Rho1/Gadd45/kay",3
"GO:0007163","GO:0007163","establishment or maintenance of cell polarity","5/114","215/12275",0.0499357673689526,0.158549055147466,0.114329776608961,"Pfdn2/Eb1/Rho1/kay/Dl",5
