Symbol	Genes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	control_1	control_2	control_3	notch_1	notch_2	notch_3
CG7568	FBgn0039673	2.91147755571422	-5.22948459175623	3.92450741848585	-1.33251999145765	0.182689376660496	NA	0	0	0	0	0	17.4688653342853
Diedel2	FBgn0262873	0.343158546973488	1.65053984658842	4.0179385236342	0.410792707971927	0.681224540596732	NA	0	0	2.05895128184093	0	0	0
CG1907	FBgn0039674	2461.71978942667	-0.178270845746534	0.186419244146225	-0.956289928987701	0.338925776579392	0.519705619002508	2285.98866263416	2421.69542770967	2220.57895746544	3083.38527664324	2280.27514280577	2478.39526930173
ppk21	FBgn0039675	0.923791746821334	3.11732445752232	3.94740382217311	0.789715113516354	0.429694162908653	NA	5.54275048092801	0	0	0	0	0
ppk20	FBgn0039676	17.2257285637867	-0.492085231695319	1.5403657438139	-0.319459994271836	0.749377723214889	0.852380316615214	22.171001923712	12.5744722880465	8.2358051273637	0	26.5271654584198	33.8459265851778
ppk30	FBgn0039677	11.4171268995029	0.948759438738851	2.94590842078385	0.32206005863767	0.747407196060171	0.851315413864577	0	26.6282942570397	18.5305615365683	0	23.3439056034094	0
Obp99a	FBgn0039678	8636.0291079779	-1.3394619784188	0.447695922643792	-2.9919012228408	0.00277245953254281	0.0177956310727103	2588.46447459338	7407.84352734036	4679.99626362442	10394.6025123648	8810.20219205039	17935.0656778941
ppk19	FBgn0039679	4.94682059295331	1.28658700933723	2.42085415414529	0.531459942406765	0.595100092849537	0.744745145437432	0	11.8347974475732	9.26528076828416	0	5.30543309168397	3.2754122501785
Bub3	FBgn0025457	7094.82444712113	0.0602684856934327	0.148384191682578	0.406165138011187	0.684621267432358	0.808548295974198	7241.99941408108	7874.57835167903	6612.32204163213	6384.3100053196	7081.69209077976	7374.04477923519
Cap-D2	FBgn0039680	3099.42011550464	0.942802131974477	0.260957974619186	3.61285043444372	0.00030284940614758	0.00343886550229297	3974.15209482538	4264.22545532873	3993.33601113048	2663.16931650475	1494.0099586182	2207.62785662031
CG7582	FBgn0039681	60.8451793219882	-3.61510551908989	1.14051871305973	-3.16970294103413	0.00152594855632689	0.0115892475644006	8.71003647002972	15.5331716499399	3.08842692276139	272.937697581917	24.4049922217462	40.3967510855348
Gycalpha99B	FBgn0013972	6.6593786438478	-2.46073918631653	3.77321472199903	-0.652159860388979	0.514298051156702	0.680305247543171	0	0	6.17685384552278	33.779418017564	0	0
Obp99c	FBgn0039682	2758.67395582408	-5.26043408755586	1.65194501977448	-3.18438811497129	0.0014506037570894	0.0111906706567099	345.234172812087	38.463091704613	37.0611230731367	14854.8368674039	1051.53683877176	224.911641178924
dmrt99B	FBgn0039683	11.2061891592243	-6.18666466613811	3.65799406811533	-1.69127247090524	0.0907847752981153	0.214092191201423	0	0	1.02947564092046	66.2076593144254	0	0
Obp99b	FBgn0039685	178995.19452226	-5.02809511695241	1.63428668698458	-3.07662979634848	0.00209355133388925	0.0146507516498463	25627.3027593193	4606.69490646788	1700.6937588006	960689.350772962	69505.4178475333	11841.7070884787
CG15506	FBgn0039686	25.2711622680038	-1.38083766993409	1.56152144181199	-0.884289919408195	0.376539728569264	0.558803758070891	16.628251442784	14.0538219689932	11.3242320501251	75.6658963593433	33.9547717867774	0
CG34296	FBgn0085325	1109.98334282013	-4.09159778248635	1.68085305370681	-2.4342388369186	NA	NA	205.873589291612	114.649600273366	48.3853551232617	6028.95052777482	226.011449705737	36.0295347519635
Pcd	FBgn0024841	4472.24112301207	-0.72186256059285	0.374570164909284	-1.92717580901745	0.0539577236624367	0.150544825086152	3191.04063401998	4199.13406936707	2737.37572920751	8585.37688334407	4008.7852440764	4111.73417805741
Naa40	FBgn0039687	985.617749608244	-0.09601132757253	0.168815324448565	-0.568735853135079	0.56953541272086	0.726661071094862	938.308474271384	941.606071922544	978.00185887444	1140.39315227296	967.710995923155	947.685944384979
CG18731	FBgn0042213	617.456422687231	-0.443629431081078	0.230049430644566	-1.9284091677084	0.0538042524128445	0.150236299795782	569.319656541034	575.467025888248	424.143964059231	730.986605900085	652.568270277128	752.253013457662
Kul	FBgn0039688	4821.14816681324	1.05023110541369	0.250057266311668	4.19996235624163	2.66959360598368e-05	0.000519845884530664	6207.88053863937	5655.55383025905	7644.88610947536	2426.7133903818	3132.32769733021	3859.52743479366
CG7601	FBgn0027583	851.734179520291	-0.280761261938472	0.23800041354583	-1.17966711803384	0.238132636806317	0.40899184812642	694.427453110552	904.622329898878	708.279240953278	813.408385862941	891.312759402906	1098.35490789319
CIA30	FBgn0039689	1458.32681125325	-0.785746912424595	0.316637898557607	-2.4815314780825	0.013081915526652	0.0544020583502436	1099.0482382183	1056.25567219591	1056.24200758439	2663.16931650475	1377.29043060116	1497.95520241497
Gnpnat	FBgn0039690	5926.61243958594	0.312344646530425	0.207587216132444	1.50464297537062	0.132415891176229	0.276836661896376	7230.12209162195	6488.42770063202	5979.19452246605	4214.32019187128	6025.91090553465	5621.6992253897
Wdr24	FBgn0027518	1221.14801137717	0.173813429144032	0.231159944502108	0.751918458530548	0.452100096960459	0.62733121182962	1226.53149927964	1314.4021915211	1343.4657114012	989.061359554274	1013.33772051164	1440.08958599515
asRNA:CR46109	FBgn0267778	3.80203551998991	-2.95708487725121	2.12151034413582	-1.39385833560749	0.163360388046507	NA	1.58364299455086	0	1.02947564092046	14.8629439277282	4.24434647334717	1.09180408339283
IntS11	FBgn0039691	3281.19828089645	0.378275316349903	0.168700702626335	2.24228654926095	0.0249428585151504	0.0869910645736993	3757.19300457191	3682.10135587622	3688.61122141802	2407.79691629196	3083.51771288672	3067.96947433386
ATPsyngamma	FBgn0020235	39866.4907629665	-0.588482624466209	0.148664160442353	-3.95847003551607	7.54314020570336e-05	0.00117313372385212	31797.1758660894	33388.9222989659	30352.030321258	53902.4929189872	43484.3907060601	46273.9324664384
yata	FBgn0260990	3291.04665936832	0.432600154902156	0.293941386464818	1.47172250939197	0.141095826581833	0.287347800613936	3659.79896040703	3011.95595040738	4671.76045849706	2130.80568854794	3636.34384104019	2635.6150573103
lncRNA:CR44953	FBgn0266258	6.6272208848274	-2.50893156405349	3.77430921594778	-0.664739272938311	0.506217269967971	0.674580383209541	0	5.91739872378661	0	0	0	33.8459265851778
kay	FBgn0001297	13291.0084569286	0.341945937338072	0.275101024743652	1.24298314648849	0.213874044042449	0.380888359646062	13358.8204805338	11214.9499312566	20003.7411787255	10168.9560000075	13219.0170912398	11780.5660598087
lncRNA:CR46110	FBgn0267779	10.6725704162135	-0.0732866802259988	1.24300842477362	-0.058959117867078	0.952984670650953	0.97533933103572	6.33457197820344	10.3554477666266	14.4126589728865	24.3211809726461	4.24434647334717	4.36721633357133
fig	FBgn0039694	49.2932705264731	-2.02629258770247	0.831499917491718	-2.43691255414063	0.0148132611096727	0.0597218891761482	22.171001923712	29.586993618933	6.17685384552278	125.659435025338	47.7488978251557	64.4164409201771
sro	FBgn0262112	409.18396824062	-1.10428717320956	0.629655499351102	-1.75379580476561	0.0794655021843944	0.196097987401527	376.907032703104	190.096434001645	212.071982029615	1040.40607494097	219.644929995716	415.977355772669
Rnb	FBgn0039696	940.129833514182	1.40192600849126	0.254193783787826	5.51518604271394	3.48411195434491e-08	2.2457830067163e-06	1567.80656460535	1339.55113609719	1184.92646269945	471.560675525193	438.228773373096	638.705388784807
Drice	FBgn0019972	7594.83513975232	-0.0842843918831438	0.166319660856304	-0.506761446296858	0.612322210687551	0.756914008128096	7808.94360613028	6730.30137346679	7581.05861973829	6773.44890088193	8141.71762249821	8533.54071579838
CG7834	FBgn0039697	10733.2424052711	-0.437853211346936	0.170575353923225	-2.56691955359514	0.0102606413801829	0.0459752356649736	8166.84692289878	10217.1285714581	8965.70335677631	13827.94255967	11456.5522181824	11765.2808026412
CG7789	FBgn0039698	2040.47441416017	-0.423451255486074	0.23396394894194	-1.80989959094577	0.0703113595958821	0.180199173096033	1900.37159346103	1858.80287410947	1469.0617395935	2845.57817379959	2207.06016614053	1961.97193785692
ncd	FBgn0002924	8569.39367981503	0.216418935305304	0.214278249210728	1.00999021647069	0.312499977376039	0.493105700917802	8825.64240863194	9789.59651366447	9018.20661446325	6466.73178528245	7461.56110014433	9854.62365670371
ca	FBgn0000247	1511.64361993748	1.18017530065696	0.258714326807731	4.56169287267198	5.07428343581047e-06	0.000143258133939768	1885.3269850128	1691.6363601625	2716.7862163891	829.622506511372	949.67252341143	996.817128137656
Vps16B	FBgn0039702	384.42982757485	0.60269975553076	0.264218568638965	2.28106509938105	0.0225445949690925	0.0807860569890453	439.460930987863	508.156615405175	442.674525595799	341.847710337748	334.24228477609	240.196898346423
neo	FBgn0039704	10047.1598054371	1.00310107817199	0.422405434489407	2.37473525733521	0.01756154102199	0.0677846254494805	15598.883496326	9773.32366717406	14846.068217714	3311.73414244197	9983.76399193089	6769.18531703556
Atg16	FBgn0039705	1661.65557417038	0.0714152099508986	0.156848407779935	0.455313579281577	0.648883658351069	0.785161543664457	1524.2563822552	1718.26465441954	1866.4393369888	1611.95382779815	1590.56884088685	1658.45040267371
CG42592	FBgn0260969	0.363934694464278	-2.24035161620532	4.04530310020189	-0.553815514118956	0.579705109700091	NA	0	0	0	0	0	2.18360816678567
Prtl99C	FBgn0039707	0.303549523032649	1.49193698265521	4.0306293554732	0.370149882580819	0.711270816488711	NA	0.791821497275429	0	1.02947564092046	0	0	0
Cad99C	FBgn0039709	4827.13679714859	0.70711168043628	0.326981076287975	2.16254618910582	0.0305761008662996	0.100234154187931	5750.20771321417	5704.37236973029	6507.31552625824	2192.95981770025	3833.70595205083	4974.25940393775
dgt1	FBgn0039710	1540.44923024144	0.0790322114582674	0.18168597183655	0.434993470653679	0.663567166808921	0.795983036418773	1688.95525368849	1717.52497957906	1340.37728447844	1544.39499176303	1422.91715518964	1528.52571674997
CG7824	FBgn0039711	1095.81485934192	0.111446120565341	0.212405028278854	0.524686828124569	0.599800915437448	0.74748075881443	1023.82519597713	1332.89406253293	1057.27148322532	1036.35254477886	946.48926355642	1178.05660598087
CR31032	FBgn0051032	785.636897015354	-0.711386360224338	0.223589348493243	-3.18166480209515	0.00146431186037494	0.0112592893268723	642.959055787649	657.570933180787	485.912502514458	995.817243157787	1050.47575215343	881.085895298016
CG15514	FBgn0039712	1888.40062731268	-0.181058017574691	0.205151523709067	-0.882557508232094	0.377475395295512	0.559699734566944	1622.44224791735	1809.98433463823	1878.79304467984	1621.41206484307	2187.96060701047	2209.81146478709
RpS8	FBgn0039713	58026.7274840814	-0.926885113312102	0.213124751065571	-4.34902613928184	1.36743414472514e-05	0.000308032533653873	39226.0451535275	43108.2497027854	37671.6021282025	95526.8429769503	67333.3735397979	65294.251403225
snoRNA:Or-CD8	FBgn0086061	3.72877992871606	4.09582264893222	2.34504227440786	1.74658797994012	0.0807088337219615	NA	11.085500961856	8.13642324520659	2.05895128184093	0	0	1.09180408339283
snoRNA:Me28S-A2564	FBgn0065066	3.74099793109075	-1.20862963733599	1.61158814178908	-0.749961858117329	0.453277676979516	NA	3.95910748637715	0.739674840473326	2.05895128184093	8.10706032421536	2.12217323667359	5.45902041696416
Zip99C	FBgn0039714	1198.40607199813	-1.30313536040728	0.463909941542535	-2.80902658838104	0.00496915424732989	0.0272946357527874	660.379128727708	811.423299999239	601.21377429755	2963.13054850071	1050.47575215343	1103.81392831015
CG34133	FBgn0083969	1371.36391743588	0.628023801925644	0.308380246968088	2.036524090308	0.0416977565843063	0.124731896967313	1111.7173821747	1915.01816198544	1969.38690108085	986.359006112869	1287.09806804253	958.603985218907
CG31038	FBgn0051038	3011.2657328062	-0.0668104330507228	0.227350144035458	-0.293865804810323	0.768860448784298	0.866065279305856	2414.26374519278	3349.98735250369	3060.63108045654	2863.14347116872	2710.01522323217	3669.55352428331
CG15517	FBgn0039718	0.520006316696286	0.688766846857822	4.01793794125368	0.17142296793238	0.863891196274955	NA	0	0	2.05895128184093	0	1.06108661833679	0
CG15515	FBgn0039719	7.65421950935221	-3.86875929300848	2.06338461332874	-1.87495790557788	0.0607985147961234	0.162921139073008	0	0	3.08842692276139	13.5117672070256	5.30543309168397	24.0196898346423
Jon99Ciii	FBgn0003357	5.01241353984506	5.55382802856066	2.43122642323823	2.28437301251577	0.0223496182387958	0.0802217092100353	10.2936794645806	12.5744722880465	7.20632948644324	0	0	0
Jon99Cii	FBgn0003356	4.24787646069493	5.31649521365268	2.80229311389567	1.89719454659825	0.0578022663386043	0.157415181935115	3.16728598910172	19.2315458523065	3.08842692276139	0	0	0
Jon99Ci	FBgn0003358	0.418137553644519	1.96850600579656	3.99623104772848	0.492590639101182	0.622301863612525	NA	0	1.47934968094665	1.02947564092046	0	0	0
CG15522	FBgn0039723	5.23609644965731	-6.0756857884156	3.6899304915105	-1.64655833013496	0.0996488613853881	0.22841534207876	0	0	0	0	8.48869294669435	22.9278857512495
alpha-Man-Ic	FBgn0051202	20.421812090071	1.4355770382273	1.46466912746573	0.980137432616767	0.327018283875566	0.507409460189756	43.5501823501486	19.2315458523065	26.766366663932	1.35117672070256	1.06108661833679	30.5705143349993
Cog7	FBgn0051040	1985.13264729201	0.247605891060684	0.227876670828218	1.08657849950484	0.277223131285037	0.454603449003815	2158.50540157282	2066.65150428247	2241.16847028385	1371.4443715131	2091.40172474182	1981.62441135799
eIF2Balpha	FBgn0039726	3215.21617502423	-0.514627229137662	0.134420425625488	-3.82848980534756	0.000128931970628821	0.0017551807706468	2795.12988538227	2668.00714958729	2480.00681897739	3554.94595216843	3963.15851948792	3830.04872454206
Vps13B	FBgn0039727	867.566805161385	0.325249829928035	0.303321352456352	1.07229453941868	0.283587758658373	0.461784966922019	869.420004008421	752.988987601846	1273.46136781861	621.541291523178	827.647562302699	860.341617713552
TkR99D	FBgn0004622	2.11152399273448	4.30746049710718	3.92463329914156	1.09754470514465	0.2724033494237	NA	12.6691439564069	0	0	0	0	0
CG7896	FBgn0039728	5089.20446441895	0.486479040189341	0.349150221515352	1.39332301746213	0.163522133270542	0.316914838977504	5284.61667281622	6340.49273253735	6193.3254557775	2365.91043795018	4618.91004962006	5731.97143781237
Acph-1	FBgn0000032	2697.72909821658	0.213777624961857	0.206021974710273	1.03764477193508	0.299435465710778	0.479634653159479	2616.97004849529	3197.61433536619	2876.35494073177	2873.95288493434	2568.89070299338	2052.59167677853
CG7903	FBgn0039730	1155.91780220707	0.0702030241735925	0.220123588890171	0.318925493299221	0.749783012129812	0.852660030799127	1368.26754729194	1160.54982470265	1022.26931143402	1284.96906138813	983.627295198207	1115.82377322748
Sas-6	FBgn0039731	442.657299479853	0.590439230597253	0.278521349851867	2.11990653826459	0.0340139279112188	0.10841496236224	425.208144036906	570.289302004934	600.18429865663	416.162429976388	341.669891104447	302.429731099815
CG15525	FBgn0039732	722.378692073626	-0.872593678985239	0.296617135615209	-2.94181816965971	0.00326291455836215	0.0201810322395809	519.434902212682	559.933854238308	450.910330723163	1203.89845814598	922.084271334673	678.010335786949
CG11504	FBgn0039733	2632.84875683323	-0.234343784030642	0.193379818828156	-1.21183164536361	0.225576832027963	0.394326434030258	2641.51651491083	2500.10096079984	2115.57244209155	3248.22883656895	2801.26867240913	2490.40511421905
CG34298	FBgn0085327	3.64911247361507	-5.5507840114756	2.77885137061961	-1.99751021956886	0.0457697854144901	NA	0	0	0	12.160590486323	3.18325985501038	6.550824500357
Tace	FBgn0039734	20.7644294943802	0.781755379392835	0.986397137309275	0.792536139678316	0.428048127933258	0.605035002494829	8.71003647002972	20.7108955332531	49.4148307641822	18.9164740898358	15.9162992750519	10.9180408339283
Nph	FBgn0039735	33338.6588717109	-0.275875835046113	0.132175083348911	-2.087200008173	0.0368700587529852	0.114190156280274	30456.6220712021	31580.4173140087	28444.4119586324	37566.7663656933	38657.5076792461	33326.2278414828
Nlp	FBgn0016685	24121.3017196417	-0.105119767132018	0.139758203040088	-0.752154541525305	0.451958127408248	0.627312487127805	25315.3250893928	22584.4919041721	21829.0014900775	23632.0808450878	27051.3422478782	24315.5687412418
CG7912	FBgn0039736	39.8826016052726	3.04198348299468	1.25400670014875	2.42581118795764	0.0152742145556636	0.0609601252314809	89.4758291921235	27.3679690975131	96.7707102465235	0	18.0384725117255	7.64262858374983
CG7920	FBgn0039737	11717.6472546413	-0.0229298534881441	0.169875716707871	-0.134980172166548	0.892627551166568	0.943133681986993	11197.1477929718	12720.1882316198	10955.6797706756	12194.3699043406	13068.3427914359	10170.1550368042
Mgat2	FBgn0039738	1477.0196964585	-0.242004803080858	0.359710283120372	-0.672776994256441	0.501089175898968	0.670293856654016	1087.96273725644	1709.38855633386	1262.13713576849	2334.83337337402	1195.84461886557	1271.95175715265
RpS28a	FBgn0039739	3.0967025516024	-3.48652926007309	3.29448330448181	-1.05829319436223	0.289921794697203	NA	0	1.47934968094665	0	9.45823704491792	0	7.64262858374983
Axn	FBgn0026597	3882.66557448196	0.992694856203846	0.197480328335996	5.02680375594099	4.98722249685833e-07	2.19601978256725e-05	4940.96614299868	4862.62240127165	5702.26557505844	2138.91274887215	2676.06045144539	2975.16612724547
lncRNA:CR46111	FBgn0267780	1.06108661833679	-3.77828832297331	3.95507194495036	-0.955302046476613	0.339424972893551	NA	0	0	0	0	6.36651971002076	0
ZIPIC	FBgn0039740	1137.60682269571	-0.089472551996001	0.246400201072438	-0.363118827040637	0.716516121179713	0.830990949124532	1175.06310195674	1073.2681935268	1059.33043450716	880.967221898069	1234.04373712569	1402.96824715979
ocn	FBgn0041102	49.3844085565844	-5.57532877421969	1.56026611808738	-3.57331913420904	0.000352484737056778	0.00385758890161084	0	5.91739872378661	0	204.027684826087	33.9547717867774	52.406596002856
janB	FBgn0001281	12.0196484258147	-1.58368441832111	1.08220838566861	-1.46338213535712	0.143362844205445	0.290224037412678	7.12639347547886	6.65707356425994	4.11790256368185	33.779418017564	10.6108661833679	9.82623675053549
janA	FBgn0001280	7854.4426582436	-0.217654979073277	0.148348295814444	-1.46718894125702	0.142324664416691	0.288641756872363	7235.66484210287	7779.16029725797	6772.92024161572	9325.82172628907	8197.95521327006	7815.1336289259
Sry-delta	FBgn0003512	2498.50245439859	-0.0827297194462586	0.190929055347878	-0.433300836771662	0.664796230313171	0.797367970446242	2512.44961085494	2641.37885533025	2126.89667414168	2198.36452458306	2773.68042033238	2738.24464114922
RpL32	FBgn0002626	35201.6663326954	-1.02033797465905	0.259267431560547	-3.93546527813993	8.30356692341463e-05	0.00124437207395709	22754.574367204	25944.0950296019	21043.5115760552	63270.2011236181	39321.7479023249	38875.8679973686
CG7943	FBgn0039741	1144.26436106708	0.387003365331345	0.328476265747511	1.17817756010665	0.238725826599873	0.409616155326915	1261.37164515976	1264.84397720939	1365.08469986053	606.678347595449	1073.81965775683	1293.78783882051
CG15528	FBgn0039742	425.898610924625	-3.20857433402098	0.935598211747809	-3.42943615510657	NA	NA	40.3828963610469	136.839845487565	72.0632948644324	1914.61741323553	204.789717339001	186.698498260174
asRNA:CR44046	FBgn0264838	32.6572416891406	-2.50290699472282	1.33026173600136	-1.88151468766314	0.0599019392044107	0.161544664257103	9.50185796730515	12.5744722880465	7.20632948644324	143.224732394471	20.1606457483991	3.2754122501785
CG7946	FBgn0039743	7274.99457997558	0.117567749755944	0.213130377058543	0.551623618268411	0.581206251327277	0.734921636634586	7508.8432586629	8113.49332515192	7092.05769030107	5470.91454212466	7153.84598082666	8310.81268278624
spn-A	FBgn0003479	1837.03690811816	0.043629419020217	0.24322505359814	0.179378803189832	0.857640274043253	0.920584915272383	1862.36416159181	1907.62141358071	1825.26031135198	1316.04612596429	2026.67544102328	2084.25399519692
CG15526	FBgn0039744	1.64711167945787	1.84535660144749	3.90082528044373	0.473068253197327	0.636164485350654	NA	1.58364299455086	0	6.17685384552278	0	2.12217323667359	0
sima	FBgn0266411	5166.5938723848	1.32480660389128	0.202154795987885	6.55342653345051	5.62316035571655e-11	1.11421881122532e-08	6511.93999359313	6631.18494484337	9013.05923625865	2733.43050598128	2972.10361796136	3137.844935671
lncRNA:CR46112	FBgn0267781	6.19268185669142	-2.76888428954398	3.28065558635899	-0.844003345263381	0.398667536265611	0.579033885983716	0	3.69837420236663	1.02947564092046	32.4282412968614	0	0
Ppi1	FBgn0051025	48.2745252597727	-9.27791353000457	1.91265338007407	-4.85080758838032	1.22959786237777e-06	4.52120176200762e-05	0	0	0	236.455926122948	10.6108661833679	42.5803592523205
CG31029	FBgn0051029	60.964755322595	-0.481117251052799	0.670605152278325	-0.717437450962378	0.473104218146149	0.645526030880361	31.6728598910172	34.7647175022463	86.4759538373189	90.5288402870715	73.2149766652387	49.1311837526775
Tpi	FBgn0086355	29263.1710876845	-1.37107985653646	0.536565189272483	-2.5552903616343	0.0106099250624476	0.0471454311329688	14068.2925420926	19522.977739453	15361.8355138151	82755.5206128697	20118.2022836656	23752.1978342111
AdoR	FBgn0039747	2.79738321693113	-1.69221175151147	3.49221208468838	-0.484567291583173	0.627983320157009	NA	3.95910748637715	0	0	0	9.54977956503114	3.2754122501785
CG15529	FBgn0039748	873.589501438149	-0.403983733209442	0.837556377430291	-0.482336167565108	NA	NA	761.732280378963	641.298086690374	853.435306323064	218.890628753815	2467.02638763304	299.154318849636
CG11498	FBgn0039749	52.0795547960025	-0.844742491186771	1.02865812087621	-0.821208207122518	0.411527682499894	0.589786525950826	47.5092898365258	56.9549627164461	7.20632948644324	17.5652973691333	81.7036696119331	101.537779755533
CG31030	FBgn0051030	277.462663311912	-0.662012012699709	0.611744486796875	-1.08217078696702	0.279176646574638	0.456687069003001	97.3940441648778	314.361807201164	232.661494848025	564.79186925367	216.461670140706	239.10509426303
CG31028	FBgn0051028	2478.9904606555	1.17219705445321	0.482715622426717	2.42833875680328	0.0151681681616649	0.0606726726466595	2050.81767794336	4398.84627629487	3853.32732396529	678.290713792685	2023.49218116826	1869.16859076853
Mlc2	FBgn0002773	200371.73816002	-5.22998853631143	1.16473594281562	-4.49027830605837	7.11301739436098e-06	0.000186542367940349	4385.8992734086	16406.7276365388	10409.0282053468	956346.668792623	24944.0242238613	189738.08082834
CG1983	FBgn0039751	1153.29540801228	-0.139491221345227	0.182019270435302	-0.766354139381127	0.443465612669004	0.619058324273757	1156.05938602213	1156.85145050028	979.03133451536	1261.99905713619	1286.03698142419	1079.79423847551
CG15530	FBgn0039752	5.05856279051181	2.60135434116898	2.49519558349241	1.04254526514029	0.297158950722725	0.477660606129836	21.3791804264366	3.69837420236663	1.02947564092046	0	4.24434647334717	0
Bet5	FBgn0260860	1695.80345294852	-0.381039010935231	0.195604412894362	-1.94800825450198	0.051413975467929	0.145652511916029	1551.17831316257	1563.67261276061	1303.31616140531	2202.41805474517	1682.88337668215	1871.35219893532
CG9747	FBgn0039754	1765.84600265059	-0.699738842324972	0.522528795426048	-1.33913929423628	0.18052533046928	0.337991432374681	1171.89581596764	1448.28333764677	1417.58795754748	810.706032421536	1946.03285802968	3800.57001429045
CG15531	FBgn0039755	13.1195894400273	-1.33498545046216	2.02554570079278	-0.65907446568086	0.509847951624294	0.677973943569165	10.2936794645806	8.87609808567991	3.08842692276139	55.398245548805	1.06108661833679	0
CG9743	FBgn0039756	50.9665133645888	-1.42521772669483	1.56488087708041	-0.910751577049016	0.362426281572437	0.544122521793893	51.4683973229029	17.0125213308865	14.4126589728865	148.629439277282	74.2760632835755	0
RpS7	FBgn0039757	81258.1274368387	-0.810229657744395	0.170680233217165	-4.74706204973075	2.06392649850115e-06	6.96656578358432e-05	56515.4675465365	63657.1564459749	56891.9123441875	120542.528784037	97398.2017837526	92543.4977165433
snoRNA:Psi28S-2149	FBgn0086664	20.4426192847618	-0.215999230512108	0.953905956296747	-0.226436609485761	0.820861857004485	0.89890716098127	29.2973953991909	22.1902452141998	5.14737820460231	17.5652973691333	23.3439056034094	25.1114939180352
snoRNA:Psi18S-1377e	FBgn0083047	16.8337702029681	0.686673568732488	0.97433901809691	0.704758360261202	0.48096062576177	0.652666923988706	16.628251442784	30.3266684594064	15.4421346138069	5.40470688281024	22.2828189850727	10.9180408339283
snoRNA:Psi18S-1377d	FBgn0083048	11.8032258192575	0.241726406677446	0.962813020891466	0.251062668900793	0.80176565757653	0.885061706917616	13.4609654536823	9.61577292615324	15.4421346138069	5.40470688281024	13.7941260383783	13.101649000714
snoRNA:Psi18S-1377c	FBgn0083049	12.5625517177705	0.292500111539201	0.914534452855591	0.319834983390602	0.749093426520198	0.852249173407638	16.628251442784	12.5744722880465	12.3537076910456	8.10706032421536	16.9773858933887	8.73443266714266
snoRNA:Psi18S-1377b	FBgn0083050	7.36391169342588	-0.225446480965599	1.20810577664042	-0.186611541244787	0.851965217107349	0.916736506742622	6.33457197820344	8.87609808567991	5.14737820460231	6.7558836035128	13.7941260383783	3.2754122501785
snoRNA:Psi18S-1377a	FBgn0086665	12.6219136631523	0.930741799338632	0.954533541882526	0.975075006272727	0.329523055400878	0.510048655522132	18.2118944373349	14.0538219689932	17.5010858956479	5.40470688281024	6.36651971002076	14.1934530841068
snoRNA:Psi28S-2626	FBgn0082983	4.69029814921342	1.17370729097005	1.75668681626948	0.668136904142395	0.504046206768604	0.67271196916355	3.95910748637715	7.39674840473326	8.2358051273637	0	6.36651971002076	2.18360816678567
CecA1	FBgn0000276	4.14903996356991	-5.7360971641569	3.91926254302232	-1.46356542874863	0.143312724262338	0.290205554429791	0	0	0	21.618827531241	0	3.2754122501785
CecA2	FBgn0000277	1.94030753528393	-4.63731973125662	3.93347826350466	-1.17893615284017	0.238423600450802	NA	0	0	0	9.45823704491792	0	2.18360816678567
CecB	FBgn0000278	14.1461752525992	-4.35077686023542	2.0139057728454	-2.16036763929045	0.0307442205434253	0.100572915709782	0	0	4.11790256368185	63.5053058730203	7.42760632835755	9.82623675053549
CecC	FBgn0000279	9.74981125083771	-4.20739378266974	2.76509396069742	-1.52160969662259	0.128106906457107	0.271260884748603	0	0	3.08842692276139	27.0235344140512	0	28.3869061682137
CG43448	FBgn0263402	11.1253407695408	-3.60855305493398	2.57645871617625	-1.40058640655786	0.16133778820445	0.314389789435005	0	0	5.14737820460231	59.4517757109126	1.06108661833679	1.09180408339283
CG9737	FBgn0039758	15.7203053942041	2.29818718196692	3.71360701612711	0.618855784143708	NA	NA	0	78.4055330901726	0	0	15.9162992750519	0
CG9733	FBgn0039759	224.627219626726	-0.141934121407233	0.546464497200897	-0.259731642465793	0.795070782891618	0.881949202012746	156.780656460535	207.848630173005	275.899471766684	395.89477916585	182.506898353928	128.832881840354
CG9682	FBgn0039760	2.80869497664712	-1.79518380855656	3.62842348596589	-0.494755867251994	0.62077246040861	NA	0.791821497275429	2.9586993618933	0	0	0	13.101649000714
CG18404	FBgn0039761	3.78346741883552	-0.115625645784256	1.9746390178214	-0.058555333273939	0.953306288483514	NA	3.95910748637715	5.91739872378661	1.02947564092046	0	7.42760632835755	4.36721633357133
lncRNA:CR46113	FBgn0267782	1.46913914755895	-1.73653121663488	3.8882870902564	-0.446605710001822	0.65515977211559	NA	0	0	2.05895128184093	6.7558836035128	0	0
hdc	FBgn0010113	17795.0421290052	-0.159955501306853	0.401877740274371	-0.398020306368917	0.690615217409117	0.813024846108213	12118.8280158004	24990.6541602318	13318.326366588	27173.5150300492	13001.4943344807	16167.4348668811
CG34300	FBgn0085329	3.36257016617057	1.10358451448704	2.47255015204207	0.446334531809433	0.655355615837062	NA	5.54275048092801	5.17772388331328	3.08842692276139	0	6.36651971002076	0
lncRNA:CR46114	FBgn0267783	0.932875374104751	3.11954094592637	3.94734180257648	0.790289035494773	0.42935898868598	NA	0	1.47934968094665	4.11790256368185	0	0	0
